SMILES,pIC50,pIC50-min,pIC50-max
CCS(=O)(=O)c1cccc(c1)-c1c(C(C)C)n(C\C(F)=C\CN)c2ccc(C)nc12,<6.52,6.221848749616356,6.522878745280337
CCS(=O)(=O)c1cccc(c1)-c1c(C)n(C\C(F)=C\CN)c2ccc(C)nc12,<6.52,6.221848749616356,6.522878745280337
Cc1c(-c2cccc(c2)S(C)(=O)=O)c2nc(CF)ccc2n1C\C(F)=C\CN,<6.52,6.221848749616356,6.522878745280337
Cc1c(-c2cccc(c2)S(C)(=O)=O)c2nc(ccc2n1C\C(F)=C\CN)C(C)(C)O,<6.52,6.221848749616356,6.522878745280337
CC(C)S(=O)(=O)c1cccc(c1)-c1c(C)n(C\C(F)=C\CN)c2ccc(nc12)C(C)(C)O,<6.52,6.221848749616356,6.522878745280337
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3ccc(cc23)C(O)=O)cc1,<3.52,3.221848749616356,3.5228787452803374
COC(=O)c1ccc2n(C\C(F)=C\CN)c(C)c(Cc3ccc(cc3)S(=O)(=O)N(C)C)c2c1,<3.52,3.221848749616356,3.5228787452803374
CN(C)C(=O)c1ccc2n(C\C(F)=C\CN)c(C)c(Cc3ccc(cc3)S(=O)(=O)N(C)C)c2c1,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3ccc(cc23)C(N)=O)cc1,<3.52,3.221848749616356,3.5228787452803374
CN(C)C(=O)c1c(Cc2ccc(cc2)S(=O)(=O)N(C)C)c2ccccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3ccc(cc23)S(=O)(=O)N(C)C)cc1,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1cccc(Cc2c(C)n(C\C(F)=C\CN)c3ccc(cc23)S(=O)(=O)N(C)C)c1,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3cccnc23)cc1,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3ccc(C)nc23)cc1,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2ccc(cc2)S(C)(=O)=O)c2ncccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3cc(C)cnc23)cc1,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2ccc(cc2)S(C)(=O)=O)c2nc(C)ccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2ccc(nc2)S(C)(=O)=O)c2nc(C)ccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2ccc(cn2)S(C)(=O)=O)c2nc(C)ccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3ccc(C)nc23)nc1,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3ccc(C)nc23)cn1,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2cccc(c2)S(C)(=O)=O)c2nc(C)ccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1cccc(Cc2c(C)n(C\C(F)=C\CN)c3ccc(C)nc23)c1,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3cc(C)c(O)nc23)cc1,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2ccc(cc2Cl)S(C)(=O)=O)c2ncccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
