SMILES,Unit,Qualifier,Unit_Source
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=N2)C(=O)NC)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=N2)C(=O)NC)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C(=CC=C2)C(=O)N(C)C)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C(=CC=C2)C(=O)N(C)C)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C(=CC=C2)C(=O)O)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C(=CC=C2)C(=O)O)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)OC)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)OC)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C(=O)N(C)C)C3=CC(=CC=C3)S(=O)(=O)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C(=O)N(C)C)C3=CC(=CC=C3)S(=O)(=O)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C#N)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C#N)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C(=O)N(C)C)C3=CC(=CC=C3)S(=O)(=O)N,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C(=O)N(C)C)C3=CC(=CC=C3)S(=O)(=O)N,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C3=NOC=N3)C4=CC(=CC=C4)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C3=NOC=N3)C4=CC(=CC=C4)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C(=O)N(C)C)C3=CC(=CC=C3)C(F)(F)F,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C(=O)N(C)C)C3=CC(=CC=C3)C(F)(F)F,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C(=O)N(C)C)C3=CC(=CC=C3)S(=O)(=O)C(F)(F)F,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C(=O)N(C)C)C3=CC(=CC=C3)S(=O)(=O)C(F)(F)F,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)S(=O)(=O)N(C)C)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)S(=O)(=O)N(C)C)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C(F)F)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C(F)F)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
