SMILES,IC50,Unit,Unit_Source,IC50-min,IC50-max
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CS)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CS)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC4=CNC=N4)NC(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)CNC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)CN,3400,nM,original,3400.0,3400.0
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CS)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)CNC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)CN,3.1,nM,original,3.1,3.1
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](CCCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)CNC(=O)[C@@H]3CCCN3C(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)N,840,nM,original,840.0,840.0
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCCCN=C(N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)C3(CCC(CC3)C4=CC=CC=C4)N,140,nM,original,140.0,140.0
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)C3(CCC(CC3)C4=CC=CC=C4)N,40,nM,original,40.0,40.0
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](CCCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)CNC(=O)[C@@H]3CCCN3C(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)N,8300,nM,original,8300.0,8300.0
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCCCN=C(N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)N,>50000,nM,original,50000.0,100000.0
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC7=CC=C(C=C7)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC8=CNC9=CC=CC=C98)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@@H](C)O)N,>50000,nM,original,50000.0,100000.0
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)C3(CCC(CC3)C4=CC=CC=C4)N,720,nM,original,720.0,720.0
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCCCN=C(N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)N,>50000,nM,original,50000.0,100000.0
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](CCCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)CNC(=O)[C@@H]3CCCN3C(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)N,25000,nM,original,25000.0,25000.0
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)C3(CCC(CC3)C4=CC=CC=C4)N,1830,nM,original,1830.0,1830.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,9800,nM,original,9800.0,9800.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC=C2)N3CCN(CC3)C)NC4=NC=CC(=N4)C5=CC=C(C=C5)F,3290,nM,original,3290.0,3290.0
CCCCC1=CC(=CC(=C1)N2C=C(N=C2)C)NC(=O)C3=CC(=C(C=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,7410,nM,original,7410.0,7410.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CCC(=O)O)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,9280,nM,original,9280.0,9280.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)OC4=CC=CC=C4,13400,nM,original,13400.0,13400.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCOCC3)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,40100,nM,original,40100.0,40100.0
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C,26300,nM,original,26300.0,26300.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)OC5=CC=CC6=C5C=NC=C6,78,nM,original,78.0,78.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCC[C@@H](C3)N)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,428,nM,original,428.0,428.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCNCC3)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,491,nM,original,491.0,491.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCN(CC3)C)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,714,nM,original,714.0,714.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCCC[C@H]3C(=O)O)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,14000,nM,original,14000.0,14000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CCS(=O)(=O)N)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,13400,nM,original,13400.0,13400.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)/C=C/C(=O)O)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,11300,nM,original,11300.0,11300.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,758,nM,original,758.0,758.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,8400,nM,original,8400.0,8400.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCC[C@@H](C3)N)N4C=C(N=C4)C)OC5=CC=CC=C5,537,nM,original,537.0,537.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCCC[C@H]3C(=O)N)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,2570,nM,original,2570.0,2570.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C3=CC(=NO3)C)N4CCN(CC4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,10700,nM,original,10700.0,10700.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)OC5=CC=CC=C5,759,nM,original,759.0,759.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)C(=O)C5=CC=CC(=C5)C#N,2130,nM,original,2130.0,2130.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,158,nM,original,158.0,158.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC=C2)N3CCN(CC3)C)NC4=NC=CC(=N4)C5=CC=C(C=C5)F,93,nM,original,93.0,93.0
CCCCC1=CC(=CC(=C1)N2C=C(N=C2)C)NC(=O)C3=CC(=C(C=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,302,nM,original,302.0,302.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CCC(=O)O)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,347,nM,original,347.0,347.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)OC4=CC=CC=C4,618,nM,original,618.0,618.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCOCC3)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,790,nM,original,790.0,790.0
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)OC5=CC=CC6=C5C=NC=C6,227,nM,original,227.0,227.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCC[C@@H](C3)N)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,1960,nM,original,1960.0,1960.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCNCC3)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,1490,nM,original,1490.0,1490.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCN(CC3)C)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,2570,nM,original,2570.0,2570.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCCC[C@H]3C(=O)O)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CCS(=O)(=O)N)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,6000,nM,original,6000.0,6000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)/C=C/C(=O)O)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,2770,nM,original,2770.0,2770.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,2880,nM,original,2880.0,2880.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,592,nM,original,592.0,592.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCC[C@@H](C3)N)N4C=C(N=C4)C)OC5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCCC[C@H]3C(=O)N)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,9870,nM,original,9870.0,9870.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C3=CC(=NO3)C)N4CCN(CC4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,3100,nM,original,3100.0,3100.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)OC5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)C(=O)C5=CC=CC(=C5)C#N,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,1.2,nM,original,1.2,1.2
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC=C2)N3CCN(CC3)C)NC4=NC=CC(=N4)C5=CC=C(C=C5)F,>10000,nM,original,10000.0,20000.0
CCCCC1=CC(=CC(=C1)N2C=C(N=C2)C)NC(=O)C3=CC(=C(C=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,142,nM,original,142.0,142.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CCC(=O)O)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)OC4=CC=CC=C4,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCOCC3)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,>10000,nM,original,10000.0,20000.0
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)OC5=CC=CC6=C5C=NC=C6,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCC[C@@H](C3)N)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCNCC3)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,7950,nM,original,7950.0,7950.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCN(CC3)C)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCCC[C@H]3C(=O)O)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CCS(=O)(=O)N)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)/C=C/C(=O)O)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,334,nM,original,334.0,334.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCC[C@@H](C3)N)N4C=C(N=C4)C)OC5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCCC[C@H]3C(=O)N)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C3=CC(=NO3)C)N4CCN(CC4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)OC5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)C(=O)C5=CC=CC(=C5)C#N,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,25,nM,original,25.0,25.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC=C2)N3CCN(CC3)C)NC4=NC=CC(=N4)C5=CC=C(C=C5)F,>10000,nM,original,10000.0,20000.0
CCCCC1=CC(=CC(=C1)N2C=C(N=C2)C)NC(=O)C3=CC(=C(C=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CCC(=O)O)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)OC4=CC=CC=C4,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCOCC3)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,>10000,nM,original,10000.0,20000.0
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)OC5=CC=CC6=C5C=NC=C6,3290,nM,original,3290.0,3290.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCC[C@@H](C3)N)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,2040,nM,original,2040.0,2040.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCNCC3)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,1510,nM,original,1510.0,1510.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCN(CC3)C)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,5420,nM,original,5420.0,5420.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCCC[C@H]3C(=O)O)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CCS(=O)(=O)N)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)/C=C/C(=O)O)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,2480,nM,original,2480.0,2480.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCC[C@@H](C3)N)N4C=C(N=C4)C)OC5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCCC[C@H]3C(=O)N)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C3=CC(=NO3)C)N4CCN(CC4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,5520,nM,original,5520.0,5520.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)OC5=CC=CC=C5,7660,nM,original,7660.0,7660.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)C(=O)C5=CC=CC(=C5)C#N,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,1900,nM,original,1900.0,1900.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC=C2)N3CCN(CC3)C)NC4=NC=CC(=N4)C5=CC=C(C=C5)F,>10000,nM,original,10000.0,20000.0
CCCCC1=CC(=CC(=C1)N2C=C(N=C2)C)NC(=O)C3=CC(=C(C=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CCC(=O)O)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CC=CC=C5,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)OC4=CC=CC=C4,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCOCC3)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,>10000,nM,original,10000.0,20000.0
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCN(CC3)C)N4C=C(N=C4)C)OC5=CC=CC6=C5C=NC=C6,2610,nM,original,2610.0,2610.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCC[C@@H](C3)N)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=C(C=C6)F,>10000,nM,original,10000.0,20000.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3CCNCC3)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,4360,nM,original,4360.0,4360.0
CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)CN3CCN(CC3)C)N4C=C(N=C4)C)NC5=NC=CC(=N5)C6=CC=CC=C6,>10000,nM,original,10000.0,20000.0
