SMILES,Unit,Qualifier,Unit_Source
C[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)NC(C(=O)N[C@H](C(=O)N3CCC[C@]3(C(=O)N[C@@H](CSCC4=CC=CC(=C4)CSCCC(=O)N[C@H](C(=O)N1)CCCCN)C(=O)N)C)CC5=CC=C(C=C5)O)(C)C)CC6=CNC7=C6C=C(C=C7)F)CC8=CNC9=C8C=C(C=C9)F,ambiguous,,ambiguous
CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@]2(C(=O)N[C@@H](CSCC3=CC=CC(=C3)CSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N1)CC5=CNC6=C5C=C(C=C6)F)CC7=CNC8=C7C=C(C=C8)F)CCCCN)C(=O)N)C)CC9=CC=C(C=C9)O,ambiguous,>,ambiguous
CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@]2(C(=O)N[C@@H](CSCC3=CC=CC(=C3)CSCCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N1)CC5=CNC6=C5C=C(C=C6)F)CC7=CNC8=C7C=C(C=C8)F)C)CCCCN)C(=O)N)C)CC9=CC=C(C=C9)OC,ambiguous,,ambiguous
CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@]2(C(=O)N[C@@H](CSCC3=CC(=CC(=C3)CSCCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N1)CC5=CNC6=C5C=C(C=C6)F)CC7=CNC8=C7C=C(C=C8)F)C)CCCCN)F)C(=O)N)C)CC9=CC=C(C=C9)OC,ambiguous,>,ambiguous
C[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@]3(C(=O)N[C@@H](CSCC4=CC=CC(=C4)CSCCC(=O)N[C@H](C(=O)N1)CCCCN)C(=O)N)C)CC5=CC=C(C=C5)OC)C(C)C)CC6=CNC7=C6C=C(C=C7)F)CC8=CNC9=C8C=C(C=C9)F,ambiguous,>,ambiguous
C[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@]3(C(=O)N[C@@H](CSCC4=CC(=CC(=C4)CSCCC(=O)N[C@H](C(=O)N1)CCCCN)F)C(=O)N)C)CC5=CC=C(C=C5)OC)C(C)C)CC6=CNC7=C6C=C(C=C7)F)CC8=CNC9=C8C=C(C=C9)F,ambiguous,,ambiguous
C[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CSCC3=CC=CC(=C3)CSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC(=O)O)CC4=CNC5=C4C=C(C=C5)F)CC6=CNC7=C6C=C(C=C7)F)CCCCN)C(=O)N)CC8=CC=C(C=C8)O,ambiguous,>,ambiguous
C[C@H]1C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CSCC3=CC=CC(=C3)CSCCC(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1C)CC(=O)O)CC4=CNC5=CC=CC=C54)CC6=CNC7=CC=CC=C76)C)C)CCCCN)C(=O)N)CC8=CC=C(C=C8)O)C,ambiguous,,ambiguous
C[C@@H]([C@H]1C(=O)N[C@H](C(=O)N2CCC[C@]2(C(=O)N[C@@H](CSCC3=CC=CC(=C3)CSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N1)CC5=CNC6=C5C=C(C=C6)F)CC7=CNC8=C7C=C(C=C8)F)CCCCN)C(=O)N)C)CC9=CC=C(C=C9)O)OC,ambiguous,>,ambiguous
C[C@@]12CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CCSCC4=CC(=CC=C4)CSC[C@H](NC2=O)C(=O)N)CCCCN)CC5=CNC6=C5C=C(C=C6)F)CC7=CNC8=C7C=C(C=C8)F)C9(CC9)O)CC1=CC=C(C=C1)O,ambiguous,>,ambiguous
C[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@]2(C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@]3(C(=O)NCCSCC4=CC=CC(=C4)CSCCC(=O)N[C@H](C(=O)N1)CCCCN)C)CC5=CC=C(C=C5)OC)[C@@H](C)O)C)CC6=CNC7=C6C=C(C=C7)F)CC8=CNC9=C8C=C(C=C9)F,ambiguous,,ambiguous
C[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@]2(C(=O)N[C@@H](CSCC3=CC=CC(=C3)CSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC4=CNC5=C4C=C(C=C5)F)CC6=CNC7=C6C=C(C=C7)F)CCCCN)C(=O)N)C)CC8=CC=C(C=C8)O)CC9CNCN9,ambiguous,,ambiguous
C[C@@H]1C(=O)N[C@H](C(=O)N2CCC[C@]2(C(=O)N[C@@H](CSCC3=CC=CC(=C3)CSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC(=O)O)CC4=CNC5=C4C=C(C=C5)F)CC6=CNC7=C6C=C(C=C7)F)CCCCN)C(=O)N)C)CC8=CC=C(C=C8)O,ambiguous,,ambiguous
C[C@H]([C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CSCC3=CC=CC(=C3)CSCCC(=O)N1)C(=O)N)CC4=CC=C(C=C4)OC)CC5=CC=C(C=C5)OC)CC(C)C)CC6=CC=C(C=C6)OC)CC7=CC=C(C=C7)OC)CC(C)C)OC,ambiguous,,ambiguous
C[C@H]([C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@]2(C(=O)N[C@@H](CSCC3=CC=CC(=C3)CSCCC(=O)N1)C(=O)N)C)CC4=CC=C(C=C4)OC)[C@@H](C)OC)CC(C)C)C)CC5=CC=C(C=C5)OC)CC6=CC=C(C=C6)OC)CC(C)C)OC,ambiguous,,ambiguous
C[C@H]([C@H]1C(=O)N[C@H](C(=O)N2CCC[C@]2(C(=O)N[C@@H](CSCC3=CC=CC(=C3)CSCCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N1)CC(C)C)C)CC4=CC=C(C=C4)OC)CC5=CC=C(C=C5)OC)C)CC(C)C)CC6=CC=C(C=C6)OC)C(=O)N)C)CC7=CC=C(C=C7)OC)OC,ambiguous,,ambiguous
C[C@H]([C@H]1C(=O)N[C@H](C(=O)N2CCC[C@]2(C(=O)N[C@@H](CSCC3=CC=CC(=C3)CSCCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N1)CC(C)C)C)CC4=CC=C(C=C4)OC)CC5=CC=C(C=C5)OC)CC(C)C)CC(C)C)C(=O)N)C)CC6=CC=C(C=C6)OC)OC,ambiguous,,ambiguous
CCC[C@H]1C(=O)N([C@@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CSCC4=CC=CC(=C4)CSCCC(=O)N1)C(=O)N)CC5=CC=C(C=C5)OC)[C@@H](C)OC)CC6=CN(C7=CC=CC=C76)C)C)CC8=CC9=CC=CC=C9C=C8)CC(C)C)C,ambiguous,,ambiguous
CCC[C@H]1C(=O)N([C@@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CSCC4=CC=CC(=C4)CSCCC(=O)N1)C(=O)N)CC5=CC=C(C=C5)OC)[C@@H](C)OC)C)CC6=CN(C7=CC=CC=C76)C)C)CC8=CC9=CC=CC=C9C=C8)CC(C)C)C,ambiguous,>,ambiguous
C[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@]3(C(=O)N[C@@H](CSCC4=CC(=CC(=C4)CSCCC(=O)N[C@H](C(=O)N1)CCCCN)F)C(=O)N)C)CC5=CC=C(C=C5)OC)[C@@H](C)O)CC6=CNC7=C6C=C(C=C7)F)CC8=CNC9=C8C=C(C=C9)F,ambiguous,>,ambiguous
C[C@H]([C@H]1C(=O)N[C@H](C(=O)N2CCC[C@]2(C(=O)N[C@@H](CSCC3=CC(=CC(=C3)CSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N1)CC5=CNC6=C5C=C(C=C6)F)CC7=CNC8=C7C=C(C=C8)F)CCCCN)F)C(=O)N)C)CC9=CC=C(C=C9)O)O,ambiguous,,ambiguous
C[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@]3(C(=O)N[C@@H](CSCC4=CC=CC(=C4)CSCCC(=O)N[C@H](C(=O)N1)CCCCN)C(=O)N)C)CC5=CC=C(C=C5)O)[C@@H](C)O)CC6=CNC7=C6C=C(C=C7)F)CC8=CNC9=C8C=C(C=C9)F,ambiguous,,ambiguous
CC[C@@]12CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CCSCC4=CC(=CC=C4)CSC[C@H](NC2=O)C(=O)N)CCCCN)CC5=CNC6=C5C=C(C=C6)F)CC7=CNC8=C7C=C(C=C8)F)[C@@H](C)O)CC9=CC=C(C=C9)O,ambiguous,,ambiguous
CCC[C@H]1C(=O)N([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CSCC4=CC=CC(=C4)CSCCC(=O)N1)C(=O)N)CC5=CC=C(C=C5)OC)[C@@H](C)OC)C)CC6=CN(C7=CC=CC=C76)C)CC8=CC9=CC=CC=C9C=C8)CC(C)C)C,ambiguous,,ambiguous
C[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)NCCCCC4=CC=CC(=C4)CCCCC(=O)N1)CC5=CC=C(C=C5)OC)[C@@H](C)O)CC6=CNC7=C6C=C(C=C7)F)CC8=CNC9=C8C=C(C=C9)F)C,ambiguous,,ambiguous
C[C@@]12CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CCSCC4=CC(=CC=C4)CSC[C@H](NC2=O)C(=O)N)CCCCN)CC5=CNC6=C5C=C(C=C6)F)CC7=CNC8=C7C=C(C=C8)F)C(C)(C)O)CC9=CC=C(C=C9)O,ambiguous,,ambiguous
