SMILES,IC50,IC50-min,IC50-max
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)CC(C)C)CC(=O)NCCOc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,550.0,550.0,550.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)CC3CC3)CC(=O)NCCOc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,50.0,50.0,50.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN1C(=O)[C@@H](CCc3ccccc31)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,50.0,50.0,50.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN1C(=O)[C@H](CCc3ccccc31)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCC(=O)NCc3ccc(cc3)CCNC(=O)[C@]3(C)CCCN3C2=O)cc1,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)C(C)(C)F)CC(=O)NCCOc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)C(F)F)CC(=O)NCCOc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)CC(F)(F)F)CC(=O)NCCOc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)CO)CC(=O)NCCOc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,550.0,550.0,550.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCCCNC(=O)COc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,50.0,50.0,50.0
CCC(=O)N[C@H]1CC(=O)NCCOc2ccc(cc2)C[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2C[C@H](F)CN2C(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC1=O,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)C(C)(C)C)CC(=O)NCCOc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CCc1cccc3c1oc1c(cccc13)CCNC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@H](C(N)=O)NC2=O,6550.0,6550.0,6550.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN1C(=O)[C@H](N=C(c3ccccc3)c3ccccc31)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,50.0,50.0,50.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN1C(=O)[C@@H](N=C(c3ccccc3)c3ccccc31)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)C(C)C)CC(=O)NCCOc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)C(F)(F)F)CC(=O)NCCOc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCCCCC(=O)NCc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN1C(=O)[C@H](COc3ccccc31)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,50.0,50.0,50.0
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@@]2(C)C(=O)N[C@H](C(N)=O)CSCc2cccc(c2)CSCCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](Cc2c[nH]c3ccc(F)cc23)C(=O)N[C@@H](Cc2c[nH]c3ccc(F)cc23)C(=O)N2CCC[C@@]23CCN1C3=O,550.0,550.0,550.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN1C(=O)[C@H](N=C(C3CCCCC3)c3ccccc31)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,35500.0,35500.0,35500.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN1C(=O)[C@@H](N=C(C3CCCCC3)c3ccccc31)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(C)=O)CCNC(=O)c3cccc(c3)C(=O)NCCC[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)NCCCC[C@H](NC(C)=O)C(=O)NCCOCCOCC(=O)N[C@@H]1CSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)N2C[C@@H](F)C[C@H]2C(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC1=O)C(=O)O,50.0,50.0,50.0
CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)NCCCC[C@H](NC(C)=O)C(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)N[C@@H]1CSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)N2C[C@@H](F)C[C@H]2C(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC1=O)C(=O)O,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(C)=O)CCC/C=C\Cc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(C)=O)CC/C=C\Cc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,550.0,550.0,550.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)N[C@H]1CCCc3ccc(cc31)C(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,6550.0,6550.0,6550.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)N[C@@H]1CCCc3ccc(cc31)C(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3C[C@H](F)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(C)=O)CCCCCc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,550.0,550.0,550.0
CC(=O)N[C@H]1CCc2cn(nn2)-c2ccc(cc2)C[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](C)NC1=O,35500.0,35500.0,35500.0
CC(=O)N[C@H]1CCCc2cn(nn2)-c2ccc(cc2)C[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](C)NC1=O,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](NC(C)=O)CCCCNC(=O)c3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(C)=O)CC(=O)NCc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4cc(F)ccc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCCCCNC(=O)c3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
CC(=O)N[C@H]1CNC(=O)COc2ccc(cc2)C[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](C)NC1=O,35500.0,35500.0,35500.0
CC(=O)N[C@H]1CCNC(=O)COc2ccc(cc2)C[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](C)NC1=O,35500.0,35500.0,35500.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@@H](CCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4cc(F)ccc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCc3cn(nn3)-c3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
CO[C@H](C)[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCC3CCN(CC3)C(=O)c3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3ncc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCCCC(=O)NCCOc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,6550.0,6550.0,6550.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(C)=O)CC(=O)NCc3ccc(cc3)CCNC(=O)[C@]3(C)CCCN3C2=O)cc1,6550.0,6550.0,6550.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCCCC(=O)NCc3ccc(cc3)CC(=O)NC[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,6550.0,6550.0,6550.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)Cc3cccc(c3)NC(=O)C[C@@H](C(=O)O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,35500.0,35500.0,35500.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(O)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,550.0,550.0,550.0
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]c3ccc(O)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(O)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCc3cn(nn3)-c3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCCC(=O)NCc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,50.0,50.0,50.0
CC(=O)N[C@@H]1CCCC/C=C\CO[C@H]2C[C@@H](C(N)=O)N(C2)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CCNC1=O,35500.0,35500.0,35500.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCCCC(=O)NCc3ccc(cc3)C[C@@H](C(N)=O)NC(=O)[C@]3(C)CCCN3C2=O)cc1,550.0,550.0,550.0
CC(=O)N[C@@H]1CCC/C=C\CO[C@H]2C[C@@H](C(N)=O)N(C2)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,550.0,550.0,550.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(C)=O)CCC(=O)NCc3ccc(cc3)CCNC(=O)[C@]3(C)CCCN3C2=O)cc1,550.0,550.0,550.0
CC(=O)N[C@@H]1CCCC/C=C\CO[C@H]2C[C@@H](C(N)=O)N(C2)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CNC(=O)COCCN)NC(=O)CCSCc3cc(F)cc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CNC(=O)COCCN)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCC(=O)O)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,50.0,50.0,50.0
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCCC(=O)O)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,6550.0,6550.0,6550.0
