average,sample_weight,SMILES,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17
6.958607314841775,1.1077944442343703,NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,-7.55653651785826,-0.12728117917398082,-1.137316060811338,-0.49224579151348014,0.2998935324765094,0.12804888113307542,1.2322571462680272,-0.6470510243119477,1.9434019253579262,0.8077944409129496,-0.4435850457241817,-0.30409136882189514,-0.2107765666278228,0.07108757495882839,-0.04434304051077419,0.1004555977375073,-0.17181767786432497,0.07531677000315104
6.406713932979542,1.1077944442343703,C[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,-4.217267401661582,-1.0695939906394918,-0.9646794601167723,0.6711837657372447,-2.1887128396069473,-5.398013276901393,1.1369110595025351,-2.7345068229425444,-1.3817512420379179,-1.5002109892248756,-1.9179537558892021,0.99199580436084,-1.5536228999412893,0.07659216962553751,1.0659511853864254,1.4448494280961939,0.4547237112309338,-2.2836311527936424
6.18309616062434,1.1077944442343703,C[C@@H]1NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC1=O,-4.946899330647005,-7.068957102991055,-0.7229054611305051,0.6369972175202997,-2.550535535381906,-1.8377826393269814,0.04056650156410272,0.7043804727426021,-2.6775942979668055,-0.44267912373439705,2.2697301191656107,-1.9016710081810844,-0.3257104876369868,-2.9389173403658435,1.403311652717366,0.04844844245933078,-1.4419981528670465,1.2786077897055974
6.369572124974976,1.1077944442343703,C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O,-3.216111933995217,-3.1105717503019954,-2.6815538180809915,-2.7774237324771334,0.6209119122713517,0.4108173265496424,2.223816920500063,4.268654991972663,-1.2296472763790984,-0.4334190886429267,-1.3578831615333795,0.9475601989491622,2.057106824961669,-0.1464849987800313,-0.5259955719997579,0.98498200583421,-0.021601745680902538,-2.075079361857822
6.279840696594043,1.1077944442343703,C[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC1=O,-5.104402507696497,-4.208469627142244,0.27207108054157236,-3.253956373652863,-2.293594313680131,-3.006369162351808,0.684175762065299,-0.6648501712547469,0.17448091360355675,1.7037160874319932,0.2895413144981879,-1.4632416023246815,1.782176178683164,-0.5327482847533676,0.8607971125440268,0.33705671502539497,-0.3915867942647426,-0.3716669433603349
4.78962796597471,1.1077944442343703,NCCCC[C@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,-7.556536517858269,-0.1272811791739802,-1.1373160608113384,-0.49224579151347364,0.2998935324765093,0.12804888113307475,1.2322571462680263,-0.6470510243119479,1.9434019253579222,0.8077944409129508,-0.4435850457241833,-0.30409136882189564,-0.21077656662782365,0.07108757495883107,-0.044343040510774395,0.10045559773750772,-0.1718176778643238,0.0753167700031522
5.6965879294032575,1.1077944442343703,NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,-7.556536517858267,-0.1272811791739804,-1.1373160608113377,-0.49224579151348163,0.2998935324765117,0.1280488811330755,1.2322571462680312,-0.6470510243119473,1.9434019253579244,0.8077944409129498,-0.4435850457241825,-0.30409136882189536,-0.21077656662782368,0.0710875749588307,-0.044343040510774326,0.10045559773750909,-0.17181767786432375,0.07531677000315065
6.465973893943865,1.1077944442343703,CN1C(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@@H]1CCCCN,-5.144239375939683,1.4437080527443602,0.37659099448659855,-1.7912013487461553,2.4166448124113793,-0.3450747930493299,0.07633674022524493,-1.3408482995006665,-0.8346650485080684,-1.4423114782230195,1.4795317652510902,0.5727268038744439,0.5295267726707733,-0.1227414518333651,0.5938364497986784,1.2920431655867266,-0.6847323480716759,0.699541221868344
5.388276691992658,1.1077944442343703,CN1CC(=O)N[C@@H](Cc2c[nH]c3ccc(F)cc23)C(=O)N[C@@H](Cc2c[nH]c3ccc(F)cc23)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C(N)=O)CSCc2cccc(c2)CSCCC(=O)N[C@@H](CCCCN)C1=O,-3.5799174673748526,1.8248857240922631,1.055190564654351,-1.5893863486065245,2.710233623875075,0.32459977732038253,1.2134174365185741,-1.5434384816782392,-2.550327208675792,-0.7739380112985025,1.0045965071413179,1.7380147882592702,-0.41571127389967166,0.09033615246323815,-0.2703850473935306,1.898112893696009,-2.32140589610454,-0.20534036584761026
4.890522699041265,1.1077944442343703,CN1C(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]1CC(=O)O,-5.400066781402034,1.2264711749877868,1.2942819317401046,-1.2178218715011975,3.9986098166028703,0.7030003003439247,-0.31784745966768496,-1.7967856284901282,0.40690463238166047,-0.9325679404553285,1.4244831248725263,1.2339692063054815,0.036848773810228774,-0.38364014024394,-0.8830020881820289,-0.24924211069922586,-0.7134359480703748,0.758189477074313
