action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,source_organism,source_target_chembl_id,source_pref_name
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25010480,[],CHEMBL5236436,Inhibition of PCSK9-LDLR (unknown origin) protein-protein interaction relative to control,B,,,BAO_0000656,BAO_0000224,protein format,CCNC(=O)[C@@H]1CSCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N1,,,CHEMBL5233285,J Med Chem,2022,,CHEMBL5278292,,CHEMBL5278292,,0,http://qudt.org/vocab/unit#Percent,3914436,=,1,0,=,,Emax,%,,90.0,CHEMBL4523996,Homo sapiens,PCSK9/LDLR,9606,,,Emax,%,UO_0000187,,90.0,Homo sapiens,CHEMBL4523996,PCSK9/LDLR
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25010484,[],CHEMBL5236438,Inhibition of PCSK9-LDLR protein-protein interaction in human HepG2 cells assessed as increase in LDL uptake relative to control,B,,,BAO_0000656,BAO_0000219,cell-based format,CCNC(=O)[C@@H]1CSCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N1,,,CHEMBL5233285,J Med Chem,2022,,CHEMBL5278292,,CHEMBL5278292,,0,http://qudt.org/vocab/unit#Percent,3914436,=,1,0,=,,Emax,%,,77.0,CHEMBL4523996,Homo sapiens,PCSK9/LDLR,9606,,,Emax,%,UO_0000187,,77.0,Homo sapiens,CHEMBL4523996,PCSK9/LDLR
,,25010485,[],CHEMBL5236438,Inhibition of PCSK9-LDLR protein-protein interaction in human HepG2 cells assessed as increase in LDL uptake relative to control,B,,,BAO_0000656,BAO_0000219,cell-based format,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CO)NC1=O,,,CHEMBL5233285,J Med Chem,2022,,CHEMBL5271747,,CHEMBL5271747,,0,http://qudt.org/vocab/unit#Percent,3914440,=,1,0,=,,Emax,%,,38.0,CHEMBL4523996,Homo sapiens,PCSK9/LDLR,9606,,,Emax,%,UO_0000187,,38.0,Homo sapiens,CHEMBL4523996,PCSK9/LDLR
