average,sample_weight,SMILES,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50
5.886056647693163,1.0104377584601565,Cc1ccc(NC(=O)CCC2CCCCC2)cc1-c1nc2ccccc2[nH]1,-28.541012153069207,0.1284476418022224,20.74303257966402,-8.221912120937853,27.375729984064872,8.67356561407754,-5.774161854614889,-9.0975792342978,-7.894458628991334,10.444077806282248,8.675852051281044,-0.7945766234476234,-6.863952614997126,18.071395790572137,14.975223940916086,10.991072024783206,3.723474952398737,-0.09939863749871192,0.10000902305296173,3.915018777506971,-0.8930157053368423,-1.0492902517785192,-0.1537717256658612,-2.3814739330304646,-0.19939694236861893,0.7334469486284942,-1.3400286162147539,-0.4353419877171803,-1.0668444902554897,-0.8016545317151127,-3.2611493938010425,-0.6039950499214971,2.1447713112993463,0.007323166584909821,-2.448289475983948,1.347029247863465,0.05125792706997051,1.2684657394379046,-0.8750945395079506,0.9235570295503016,1.2140372553611705,-0.9774914119000707,-3.0184075969371658,-2.484771341178086,0.306653513142488,-0.2210464846409395,-0.021911108972175512,0.13501533658443546,1.0647569936134968,-1.3840410603454714
5.698970004336019,1.0104377584601565,Cc1ccc(C(=O)NCCC2CCCCC2)cc1NC(=O)c1ccc(O)cc1,-21.48223263041367,2.0302750091284705,15.842176805530082,-9.826631009349146,29.220845467036686,10.792611702345392,-2.5279739268810175,-0.2530484391250635,0.11582562478525069,-9.244175505086357,-3.10402659722821,1.4077855826912111,-0.5325637628978376,-3.7876992924100272,-8.883357890363948,-4.104375419620635,-1.5399041219227068,0.9348186830689591,-3.408042628517116,3.360819962714202,-3.1035785209272073,-1.8018691868402268,-0.0771810976970797,1.8797607102006773,8.857004235138236,3.827209833666329,-5.589891599640267,-0.23184419735103154,0.5270861872079583,0.40702045087858896,0.6444219041401161,0.3321718378125635,7.195175137517978,-3.841444391758171,1.1916846433005175,-1.0500709387230482,1.5149055392778479,-5.618686464958193,4.993253025430278,0.33551843655404595,-4.166328087320114,16.276642160792818,16.97534033219767,8.316305121099173,1.1272001904935702,-6.249716241957416,4.969468401942699,0.9572728811945537,-4.39314133702288,4.417167522506999
5.886056647693163,1.0104377584601565,Cc1ccc2nc(-c3cc(NC(=O)CCC4CCCCC4)ccc3C)[nH]c2c1,-26.6349602743507,-0.7090900422725502,20.359962366391844,-9.830330154036961,27.450816966505634,9.413260675406512,-6.362887496314719,-8.544491230018918,-7.1728773999671755,13.443011363400876,9.757723370254828,-2.318801908039748,-7.614812214662506,18.022829351170095,17.570134750447373,10.389026932128607,4.056297086522728,0.6068889650977001,1.2174970286542564,4.554347946914705,1.8758755347956642,-0.37099497674116233,-0.8640802429406745,-1.868653167501409,0.38384829167548673,1.5501610248444402,-1.5828581741088095,2.786557622172993,1.0035349336226194,0.8946713147033446,-4.292832261258637,0.9296877013407219,0.3677848608230607,2.084232978384411,-1.382981334013177,2.3144589536030558,-1.2017864680136945,0.8090470118659243,-0.5376139367723908,-0.26488329579144326,2.103082027533167,-2.4655756521751244,-2.6301459998271524,0.02023967433499662,-0.641652603021167,0.8162677017917116,-0.9324639546848191,-0.0997036432155553,0.7857640497144865,-1.687134434427286
5.698970004336019,1.0104377584601565,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccccc1,-26.885865790819913,-0.08254889675206971,20.939763264624364,-12.103653095675488,39.13913908615405,10.508313733189528,-4.179758528146237,-6.887853140055902,-0.2790856140120357,-8.79523484633365,-1.8383271188207564,0.336737600997507,5.91516724150958,-6.620519262447571,-6.51974656232098,-4.429872962275261,-4.468010117918324,1.3209957425531944,0.7811593963020301,-0.048986720604450036,-2.1387799287283356,-2.6726638504695446,2.4258433040162632,-5.271226161845099,1.7170310416849417,-0.17692882188846445,-1.9422098080336778,-0.027762196721691255,-1.0094150818315417,-1.2916691995120173,-1.977585213636542,1.3625125892123877,0.9199549215526757,0.06642388378087097,-2.5763698647620243,1.6285122065998638,-1.7876517020285005,2.05687815808792,-2.309214602051637,0.9156082277802879,2.1850605970735923,-3.425552463528815,-4.656459381993277,-2.9350418311980935,-1.0422798779340285,0.19067071672012217,-0.854411204702836,-0.46446658127895907,1.6911858949928582,-2.376808144255314
6.154901959985743,1.0104377584601565,Cc1ccc(NC(=O)CCC2CCCCC2)cc1/C=C(\C#N)c1ccc2c(c1)OCO2,-17.33981091583789,-0.03195905193837105,12.184462832683014,-12.14448310996506,23.907382462765675,8.404488277965402,-0.6600556222695981,-1.279965629586585,-5.244804666275864,-2.514575709669769,0.787203228385414,4.253945117305122,-2.5989414520104135,2.2777537928053215,-4.681945251888493,-1.9872430693920458,6.172251520111874,2.045317771486207,0.20090828045831444,-9.429673554693256,4.682922897784877,23.986084943315433,-1.1518396156929513,21.506088669576467,-17.737132362615455,-5.936643688864805,12.20712814019588,-0.676822625515248,-1.481238975823314,9.425138315324507,4.07206036633486,3.3413574469690457,-8.292355083013375,-3.514020873246689,8.359282831511962,-4.349989855397962,3.038595970480195,-2.8320748959028683,-2.8380547604266253,0.25310471725387734,0.8954127816909132,4.124698138680679,-0.9770349180225985,-0.06736570768513173,1.7522202229203623,2.1822168720496222,0.5232564264814142,0.7886460343096124,0.6723032501603091,-0.3897082497312971
6.154901959985743,1.0104377584601565,Cc1ccc(NC(=O)CCC2CCCCC2)cc1-c1nc2ccc(O)cc2[nH]1,-25.194225053065427,0.8080577472498794,18.907134629203068,-7.944388667529062,22.507650422584067,9.655578457778672,-5.275064020671672,-8.39352914035682,-7.609178345230711,7.628620471508376,9.252091528746215,-0.593154040712027,-9.699241755060457,20.67219411593708,14.849135364452373,11.055627851217361,4.064598638608822,-0.003332706012323909,-2.3783628114620843,6.391698129343536,0.9150019747057108,-0.9225225035072989,-2.782221381445902,0.6466363946379293,3.03327166957902,2.6831065645822982,-1.6796337041506826,0.36334238724833107,0.8638955017562365,2.8967616961945946,-0.17973232984662327,-1.020181682750421,0.578670274628235,-0.12450265080176225,1.0855923226185697,-2.890488259278494,3.4828694638690796,-2.0300768847757187,2.058343746886515,-0.5427875156945291,-1.5426473993130247,4.2276720831103995,4.68400892148878,2.40784337173543,-0.9552309028676421,-2.7328604716881655,1.0385162347352719,-0.7819041545178116,-0.7486499543298657,1.2832447667854265
6.0,1.0104377584601565,Cc1ccc(NC(=O)CCC2CCCCC2)cc1/C=C(\C#N)c1cccnc1,-23.60751861646946,-0.15630551334123763,15.273074109731775,-7.082433837064913,26.019625223161746,8.346897515071085,-1.983905350514651,-8.10930258275833,-7.85967329913568,1.8741490787374486,3.9886527294119345,6.102414300459326,-3.481297545241907,2.5537259036676336,-9.271734283716075,-3.387372252926525,3.974107961967954,1.0413129495612357,0.5151596689288119,-4.219184430166491,7.675258732123744,27.119303326148525,8.337567105968976,17.794714185064308,-15.823571014306573,-3.7238889152169983,15.492965979918068,-4.342516015414609,-8.036472126978277,-0.11157718958036782,-4.781219334497333,-2.9858772167638112,6.7826444974922415,-5.091611819998041,-2.3036973368187317,6.024545420106791,-1.0772420543483812,1.1499020712123156,-1.534418973088724,5.145478346275973,2.134343707465584,-4.861889631682045,4.046874946803785,5.691664353787735,-8.07446686214462,1.5684661823691688,-3.1559657870011395,-0.37518831168120753,-1.2775967121095313,0.15843950445799307
5.769551078621726,1.0104377584601565,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(O)cc1,-23.436005066145604,-0.8469729931255331,20.246071341725507,-14.16234154426899,36.514051116067606,12.166439476191346,-2.352519215689241,-5.674734422455462,1.1836197920628702,-10.764112670836942,-2.0455865128740713,-0.10870549911252897,5.697426731560132,-6.651639383541038,-5.616779055585359,-6.186842160188136,-3.126212074675792,1.3528010954994214,-1.1393285268332973,-1.2425289257448688,-1.1521486436561736,-5.031671548195727,-1.2130139924260674,-3.5120310168004285,3.0461303448358437,2.236119103739768,-4.508115669435442,1.6704795573182412,2.5362869777611174,2.699209920991015,1.4059425412136282,2.2658076332221437,-3.000670235486475,0.3225966554474345,1.6240613159960209,-1.7057760639379551,1.4928182734856827,-0.636273061366673,-1.31955596313974,0.5287601808897053,0.54673206631849,1.0141410485343123,1.7075683214748298,1.14340226979422,-3.6143653309542074,-0.06195123916396668,-1.3579714103542901,0.45574919241307604,0.027277680889025886,-0.6288349853529104
5.42021640338319,1.0104377584601565,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(N)cc1,-23.583143467575216,-0.5169756806361457,20.550336598521124,-13.71195285869962,38.393966976864505,9.571193886416674,-4.111450781458364,-6.4941333864587225,-0.26569272381474085,-9.178301180236899,-1.478818287521372,0.8685223610150609,6.365555190514835,-7.53121136473085,-6.320347439649158,-6.0466054191958944,-4.879270935926499,1.5204293140267031,-0.8686035362250258,-1.12504826051339,-1.2676803285200413,-5.1261856913530055,2.307632021985808,-4.458885855302996,3.4086141311908738,-0.3882287647160367,-2.6549780197358896,1.7261843835056054,1.226317278598728,-0.264486391344609,-1.155086799556135,1.6755926321393837,-2.4850947108489887,-0.35268860891591763,0.3673090831435146,0.8890158705105732,-0.08253946020305816,4.333224495956273,-0.9137891633960182,0.5266376222682297,3.582761114839554,-2.678037467557588,-6.585582680910591,-1.710947444706876,-0.4899538501325361,-0.25448230779286146,-2.3784901552880067,-0.32667017054899805,3.2279287029002908,-1.978976187394108
5.119186407719209,1.0104377584601565,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(CO)cc1,-21.01312744986717,-0.29968449754622956,19.707006187902287,-14.89246530011315,37.3945662640512,11.85118180353242,-2.8209158127893743,-5.231863692603427,-0.5454642528489391,-9.358292607210771,-2.5587121314941546,-0.7639325263843754,5.018866626609867,-6.180707790644711,-5.700815467904411,-5.216545377807645,-3.7358419820889446,2.032305835280845,-0.6300981949945578,-1.371894771098541,-1.6622976630965378,-5.102861815401157,2.0910091195722798,-4.3881077927518035,2.6744444452566465,0.9579337515311621,-0.622532861808976,3.407107156455262,0.5465704565399397,0.7411627886369269,-0.825781761942801,3.467314847101514,-1.954287866866588,0.7045627281446311,1.9770773594125806,1.2835372610198938,-1.6611641375135462,1.3767794936960598,-0.9437171117632307,0.15977660477393302,1.322869654887225,-1.0241819134572803,-2.8173500707021213,0.005595090922542906,-0.019430359586880365,0.3940990605712906,-1.8595615290092542,1.2413645023123632,-0.5004995838293387,-2.6238958216377615
