SMILES,MORSE_192,GETAWAY_133,RDF_191,RDF_183,RDF_187,GETAWAY_263,RDF_193,RDF_197,RDF_185,RDF_184,MORSE_193,RDF_189,RDKit2D_VSA_EState1,MORSE_194,RDF_181,RDKit2D_EState_VSA4,MORSE_198,RDKit2D_PEOE_VSA4,FP_RDKit512_436,RDKit2D_EState_VSA9,MORSE_200,AC2D_169,RDKit2D_SlogP_VSA12,GETAWAY_261,FP_RDKit512_416,FP_AtomPair1024_242,FP_RDKit512_243,FP_MACCS_123,FP_TopoTorsion1024_520,FP_RDKit512_38,FP_TopoTorsion1024_988,FP_RDKit512_497,MORSE_40,FP_RDKit512_240,FP_Morgan1024_r2_713,RDKit2D_SlogP_VSA10,AC2D_121,FP_RDKit512_7,RDKit2D_BCUT2D_CHGLO,FP_RDKit512_319,AC3D_48,AC2D_153,MORSE_201,FP_AtomPair1024_970,FP_RDKit512_177,MORSE_38,FP_MorganFeat1024_r2_365,FP_MorganFeat1024_r2_131,FP_TopoTorsion1024_694,AC2D_46,FP_RDKit512_134,AC2D_117,GETAWAY_262,FP_RDKit512_488,FP_RDKit512_288,FP_Morgan1024_r2_389,FP_AtomPair1024_104,Pharm2D_Gobbi_172,FP_RDKit512_400,MORSE_203,FP_AtomPair1024_105,FP_TopoTorsion1024_552,FP_RDKit512_234,MORSE_104,MORSE_134,FP_MACCS_109,FP_RDKit512_453,Pharm2D_Gobbi_20,FP_MACCS_138,GETAWAY_132,GETAWAY_141,MORSE_218,FP_TopoTorsion1024_432,GETAWAY_131,AC3D_49,FP_RDKit512_58,AC3D_28,AC2D_112,AC3D_66,MORSE_8,FP_RDKit512_500,Phys_Max_Bond_Polarity,RDKit2D_PEOE_VSA11,RDKit2D_BCUT2D_MWLOW,AC2D_145,MORSE_187,MORSE_72,FP_RDKit512_457,MORSE_156,FP_AtomPair1024_870,FP_RDKit512_117,MORSE_219,FP_RDKit512_186,FP_AtomPair1024_348,AC3D_67,GETAWAY_259,MORSE_59,AC3D_79,RDKit2D_PEOE_VSA13,GETAWAY_207,AC2D_133,MORSE_44,FP_RDKit512_88,FP_RDKit512_344,AC2D_43,FP_MorganFeat1024_r2_806,RDKit2D_MaxAbsEStateIndex,FP_RDKit512_378,FP_AtomPair1024_464,MORSE_209,MORSE_58,GETAWAY_98,MORSE_43,RDKit2D_VSA_EState10,FP_TopoTorsion1024_761,AC2D_44,GETAWAY_129,FP_AtomPair1024_499,FP_MACCS_85,AC2D_184,FP_RDKit512_124,FP_RDKit512_456,FP_AtomPair1024_940,MORSE_140,RDF_35,FP_RDKit512_426,AC2D_47,FP_TopoTorsion1024_48,FP_RDKit512_217,AC3D_64,MORSE_107,MORSE_60,Pharm2D_Gobbi_59,FP_AtomPair1024_93,FP_Morgan1024_r2_926,FP_AtomPair1024_509,GETAWAY_270,GETAWAY_179,AC3D_68,FP_AtomPair1024_400,Pharm2D_Gobbi_94,FP_RDKit512_52,AC3D_63,RDKit2D_NumSaturatedHeterocycles,Pharm2D_Gobbi_96,FP_TopoTorsion1024_382,FP_RDKit512_354,RDKit2D_FpDensityMorgan1,QM_Charge_Min_Neg,FP_AtomPair1024_592,FP_RDKit512_423,Pharm2D_Gobbi_218,FP_RDKit512_273,FP_RDKit512_226,FP_AtomPair1024_973,MORSE_75,AC3D_47,FP_RDKit512_417,GETAWAY_142,FP_MorganFeat1024_r2_24,AC2D_186,Pharm2D_Gobbi_13,FP_RDKit512_179,FP_AtomPair1024_713,MORSE_28,FP_RDKit512_258,FP_RDKit512_493,FP_AtomPair1024_921,FP_AtomPair1024_740,EState_Mean,USR_ctd_Skew,FP_Morgan1024_r2_695,FP_AtomPair1024_896,FP_MorganFeat1024_r2_349,FP_AtomPair1024_967,FP_RDKit512_508,GETAWAY_220,FP_RDKit512_57,FP_AtomPair1024_645,RDKit2D_NumSaturatedRings,FP_RDKit512_155,AC2D_177,AC2D_41,MORSE_12,MORSE_91,FP_AtomPair1024_869,average,sample_weight
O=C(O)c1ccc(COc2ccc(-c3c(C(=O)c4ccccc4)cnc4c(C(F)(F)F)cccc34)cc2)cc1,8904.495,382.57,189.535,248.161,138.118,271.845,79.614,137.639,128.376,90.722,221.887,96.628,47.094276,-72.305,114.504,11.629819,58.769,13.171246,0.0,9.84339,-34.597,0.548,0.0,7.991,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.147,0.0,0.0,13.171246,0.323,0.0,-2.159663,0.0,0.39,0.567,20.94,1.0,0.0,7.563,0.0,1.0,1.0,6.634,1.0,-0.095,9.313,1.0,0.0,1.0,1.0,0.0,1.0,18.08,1.0,0.0,1.0,-3.037,5.821,1.0,1.0,1.0,0.0,8.743,4.392,-7.919,1.0,7.493,0.391,1.0,0.454,-0.015,7.092,-2.559,0.0,0.8128179,5.783245,9.908725,0.472,0.449,-2.224,1.0,0.478,1.0,0.0,6.902,0.0,0.0,8.049,10.97,0.463,0.487,0.0,0.618,-0.09,-2.157,1.0,0.0,6.605,0.0,13.762724,0.0,0.0,-14.51,-0.842,0.186,2.451,0.0,1.0,6.697,14.262,1.0,0.0,0.831,1.0,0.0,1.0,-2.119,10.358,0.0,6.651,1.0,1.0,5.551,2.444,0.507,1.0,0.0,0.0,1.0,0.579,0.033,6.225,1.0,0.0,0.0,4.271,0.0,0.0,1.0,1.0,0.7948718,-0.48891667,0.0,1.0,0.0,0.0,1.0,0.0,1.986,0.412,1.0,7.48,1.0,0.842,1.0,0.0,1.0,0.514,1.0,0.0,1.0,1.0,2.75,0.34873635,1.0,1.0,0.0,1.0,1.0,1.201,0.0,0.0,0.0,0.0,0.465,6.501,-2.168,0.425,1.0,5.823908740944319,1.0104377584601565
CN(Cc1ccc(CC(=O)O)cc1)c1cccc(-c2c(Cc3ccccc3)cnc3c(C(F)(F)F)cccc23)c1,7985.743,315.563,169.468,241.309,151.389,234.512,158.759,91.614,152.441,72.034,234.889,97.533,41.663155,-58.665,115.477,45.13446,59.189,13.171246,0.0,5.1065273,-30.871,0.463,0.0,7.447,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-3.321,1.0,1.0,18.858631,0.423,1.0,-2.2158687,0.0,0.488,0.507,17.194,1.0,0.0,6.257,0.0,1.0,1.0,6.533,1.0,-0.046,6.502,1.0,1.0,1.0,1.0,0.0,1.0,23.556,1.0,0.0,1.0,-3.215,4.529,0.0,0.0,1.0,0.0,2.63,4.542,-4.411,1.0,4.028,0.438,0.0,0.547,-0.017,6.069,-2.742,0.0,0.78830093,0.0,9.912787,0.393,0.111,-2.374,0.0,0.455,1.0,0.0,1.812,0.0,1.0,5.823,9.67,0.11,0.534,0.0,0.76,-0.08,-2.703,1.0,1.0,6.461,0.0,13.887719,0.0,0.0,-17.793,-0.333,0.256,2.852,0.0,0.0,6.586,12.599,1.0,1.0,0.721,1.0,0.0,1.0,-2.499,12.715,0.0,6.384,1.0,1.0,4.663,2.829,0.451,1.0,0.0,0.0,1.0,0.491,0.022,7.349,1.0,0.0,0.0,3.423,0.0,0.0,1.0,1.0,0.85,-0.48098618,1.0,1.0,0.0,0.0,1.0,0.0,2.336,0.495,1.0,4.726,1.0,0.866,1.0,0.0,1.0,0.47,1.0,0.0,1.0,0.0,2.5520833,0.56890714,0.0,1.0,1.0,1.0,1.0,1.276,0.0,1.0,0.0,0.0,0.471,6.428,-2.665,0.103,1.0,6.427128397799519,1.0104377584601565
O=C(O)Cc1ccc(COc2cccc(-c3c(C(=O)c4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,9040.249,371.447,159.1,247.918,158.807,266.833,122.349,197.968,180.656,98.967,208.748,104.554,47.45196,-57.4,114.563,11.629819,57.958,13.171246,0.0,9.84339,-31.456,0.55,0.0,8.877,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-3.158,1.0,1.0,13.171246,0.326,1.0,-2.1632314,0.0,0.452,0.569,18.308,1.0,0.0,7.498,0.0,1.0,1.0,6.685,1.0,-0.108,9.475,1.0,1.0,1.0,1.0,0.0,1.0,17.924,1.0,0.0,1.0,-3.058,5.608,1.0,1.0,1.0,0.0,0.915,5.174,-7.294,1.0,2.37,0.435,1.0,0.511,-0.015,7.066,-2.559,0.0,0.78830093,5.783245,9.907996,0.474,0.177,-2.202,1.0,0.556,1.0,0.0,3.627,0.0,0.0,7.671,10.423,0.189,0.528,0.0,0.749,-0.09,-2.684,1.0,0.0,6.631,0.0,13.832873,0.0,1.0,-16.276,-0.768,0.158,2.541,0.0,1.0,6.745,17.187,1.0,0.0,0.804,1.0,0.0,1.0,-2.399,13.559,0.0,6.67,1.0,1.0,5.506,2.53,0.644,1.0,0.0,0.0,1.0,0.527,0.032,7.924,1.0,0.0,0.0,4.102,0.0,0.0,1.0,1.0,0.825,-0.4888943,0.0,1.0,0.0,0.0,1.0,0.0,1.961,0.46,1.0,7.191,1.0,0.867,1.0,0.0,1.0,0.629,1.0,0.0,1.0,0.0,2.71875,0.4322702,1.0,1.0,1.0,1.0,1.0,1.204,0.0,1.0,0.0,0.0,0.467,6.497,-2.59,0.202,1.0,6.844663962534938,1.0104377584601565
O=C(c1ccccc1)c1cnc2c(C(F)(F)F)cccc2c1-c1ccccc1,5220.219,336.179,96.836,186.093,102.976,288.167,61.844,109.842,124.412,83.183,158.089,103.694,40.407345,-63.344,91.264,6.066367,40.629,13.171246,0.0,0.0,-29.961,0.476,0.0,12.344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.549,0.0,0.0,13.171246,0.416,0.0,-2.1536493,0.0,0.266,0.504,12.852,1.0,0.0,4.844,0.0,1.0,1.0,6.452,1.0,-0.104,14.091,1.0,0.0,1.0,1.0,0.0,1.0,14.8,1.0,0.0,1.0,-2.443,3.927,0.0,1.0,0.0,0.0,6.801,10.447,-7.52,1.0,3.455,0.113,1.0,0.336,0.004,11.266,-2.066,0.0,0.5840465,5.783245,9.909839,0.406,0.278,-1.804,0.0,0.396,1.0,0.0,4.326,0.0,0.0,13.226,14.196,0.291,0.179,0.0,0.84,-0.095,-1.726,1.0,0.0,6.406,0.0,13.469114,0.0,0.0,-12.322,-0.701,0.236,1.886,0.0,0.0,6.549,10.525,1.0,0.0,0.838,1.0,0.0,1.0,-1.67,9.714,0.0,6.492,1.0,1.0,9.296,1.879,0.374,1.0,0.0,0.0,1.0,1.004,0.061,9.176,1.0,0.0,0.0,6.794,0.0,0.0,1.0,1.0,0.78571427,-0.28852892,0.0,1.0,0.0,0.0,1.0,0.0,1.564,0.44,1.0,15.368,0.0,0.925,0.0,0.0,1.0,0.402,1.0,0.0,1.0,0.0,2.735119,-0.035391264,0.0,1.0,0.0,1.0,0.0,1.129,0.0,0.0,0.0,0.0,0.431,6.307,-1.73,0.264,1.0,5.853871964321762,1.0104377584601565
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(N)=O)C(C)C)[C@@H](C)O)C(C)C)[C@@H](C)O,4543.032,200.93451,85.693,173.954,88.929,145.695,57.6895,60.145,78.0855,51.29,174.6595,60.4905,0.0,-36.913002,83.9495,13.847474,34.991,0.0,0.0,5.7336674,-17.684,0.799,0.0,4.8170004,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-2.451,1.0,1.0,0.0,0.059,0.0,-2.2934604,1.0,0.444,0.866,8.2645,1.0,0.0,5.4545,0.0,0.0,1.0,7.736,0.0,0.022,3.672,0.0,0.0,1.0,1.0,0.0,0.0,12.5875,1.0,1.0,0.0,-2.48,3.9645,1.0,0.0,0.0,0.0,1.3594999,2.7145,-3.0349998,1.0,2.359,0.40350002,1.0,0.484,-0.077,4.6495,-2.2085,1.0,0.78830415,0.0,9.991944,0.736,0.033,-1.926,1.0,0.1865,1.0,1.0,1.136,1.0,1.0,4.3995,4.697,0.0485,0.4725,0.0,0.6555,0.198,-2.001,1.0,0.0,7.347,0.0,14.977833,0.0,1.0,-8.0385,-0.2105,0.195,1.3510001,0.0,0.0,7.94,5.1425,1.0,0.0,0.78,1.0,0.0,1.0,-1.73,8.5105,0.0,8.073,1.0,1.0,3.3579998,1.381,0.2255,0.0,1.0,0.0,1.0,0.4725,0.0365,4.3389997,1.0,0.0,0.0,3.4035,0.0,0.0,1.0,1.0,0.35772356,-0.48995844,1.0,0.0,0.0,1.0,1.0,1.0,1.0195,0.504,1.0,2.361,1.0,0.918,1.0,0.0,1.0,0.2165,0.0,0.0,1.0,1.0,2.7831979,0.035634488,0.0,1.0,1.0,1.0,1.0,1.2195001,0.0,1.0,0.0,0.0,1.083,7.346,-1.948,0.016999999,1.0,5.221848749616356,1.0104377584601565
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)C(C)C,4543.032,200.93451,85.693,173.954,88.929,145.695,57.6895,60.145,78.0855,51.29,174.6595,60.4905,0.0,-36.913002,83.9495,0.0,34.991,0.0,0.0,45.86934,-17.684,0.828,0.0,4.8170004,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-2.451,1.0,1.0,0.0,0.06,0.0,-2.2965746,1.0,0.444,0.889,8.2645,1.0,0.0,5.4545,0.0,1.0,1.0,8.039,0.0,-0.015,3.672,0.0,0.0,1.0,1.0,0.0,0.0,12.5875,1.0,1.0,0.0,-2.48,3.9645,1.0,0.0,0.0,1.0,1.3594999,2.7145,-3.0349998,1.0,2.359,0.40350002,1.0,0.484,-0.093,4.6495,-2.2085,1.0,0.78830415,0.0,9.985752,0.766,0.033,-1.926,1.0,0.1865,1.0,1.0,1.136,1.0,1.0,4.3995,4.697,0.0485,0.4725,0.0,0.6555,0.18,-2.001,1.0,0.0,7.651,0.0,15.857661,0.0,1.0,-8.0385,-0.2105,0.195,1.3510001,0.0,0.0,8.285,5.1425,1.0,0.0,0.722,1.0,0.0,1.0,-1.73,8.5105,0.0,8.429,1.0,1.0,3.3579998,1.381,0.2255,1.0,1.0,1.0,1.0,0.4725,0.0365,4.3389997,1.0,1.0,0.0,3.4035,1.0,1.0,1.0,1.0,0.37016574,-0.48995844,1.0,0.0,1.0,1.0,1.0,1.0,1.0195,0.504,1.0,2.361,1.0,0.904,0.0,0.0,1.0,0.2165,0.0,0.0,1.0,1.0,2.5755064,0.035634488,0.0,1.0,1.0,1.0,1.0,1.2195001,1.0,1.0,1.0,0.0,1.057,7.661,-1.948,0.016999999,1.0,6.756961951313706,1.0104377584601565
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(N)=O,20285.258,461.254,415.678,439.75604,387.1,230.572,386.70502,205.638,239.98,144.16,241.929,333.64148,0.0,-84.713,217.57349,0.0,84.774,11.761885,0.0,40.135674,-30.95,0.726,11.761885,4.698,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-3.208,0.0,0.0,0.0,0.108,0.0,-2.316968,1.0,0.276,0.809,3.742,1.0,1.0,12.231,0.0,0.0,0.0,7.204,0.0,0.064,5.895,1.0,0.0,1.0,1.0,1.0,0.0,22.947,1.0,0.0,0.0,-3.279,7.862,0.0,1.0,0.0,1.0,9.682,0.769,2.013,1.0,9.268,0.292,0.0,0.311,-0.108,1.917,-2.7,1.0,0.60742074,5.9595547,10.010104,0.526,-0.629,-2.018,1.0,-0.247,1.0,1.0,-4.092,1.0,1.0,3.008,7.956,-0.665,0.372,0.0,0.793,0.257,-2.589,0.0,0.0,6.871,1.0,14.67592,0.0,1.0,-8.612,0.84,0.067,1.171,1.453002,0.0,7.531,17.729,1.0,1.0,0.673,1.0,0.0,1.0,-2.968,30.134,1.0,7.549,1.0,1.0,1.97,1.098,-0.11,0.0,1.0,1.0,1.0,0.352,0.019,3.005,1.0,0.0,0.0,0.883,2.0,0.0,1.0,0.0,0.5368421,-0.37015316,1.0,0.0,1.0,1.0,0.0,1.0,-0.268,0.244,0.0,1.118,0.0,0.985,0.0,0.0,1.0,-0.148,0.0,0.0,1.0,1.0,2.62807,0.20371951,0.0,1.0,1.0,1.0,1.0,1.09,0.0,1.0,2.0,0.0,0.969,6.882,-2.955,-0.551,1.0,6.167491087293763,1.0104377584601565
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C(N)=O)C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O)C(C)C)[C@@H](C)O,4543.032,200.93451,85.693,173.954,88.929,145.695,57.6895,60.145,78.0855,51.29,174.6595,60.4905,0.0,-36.913002,83.9495,13.847474,34.991,0.0,0.0,5.7336674,-17.684,0.812,0.0,4.8170004,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-2.451,1.0,1.0,0.0,0.049,0.0,-2.2942877,1.0,0.444,0.877,8.2645,1.0,0.0,5.4545,0.0,0.0,1.0,7.771,0.0,-0.017,3.672,0.0,0.0,1.0,1.0,1.0,0.0,12.5875,1.0,1.0,0.0,-2.48,3.9645,1.0,0.0,0.0,1.0,1.3594999,2.7145,-3.0349998,1.0,2.359,0.40350002,1.0,0.484,-0.081,4.6495,-2.2085,1.0,0.78830415,0.0,9.990358,0.75,0.033,-1.926,1.0,0.1865,1.0,1.0,1.136,1.0,1.0,4.3995,4.697,0.0485,0.4725,0.0,0.6555,0.169,-2.001,1.0,0.0,7.362,0.0,15.310054,0.0,1.0,-8.0385,-0.2105,0.195,1.3510001,0.0,0.0,7.95,5.1425,1.0,0.0,0.792,1.0,0.0,1.0,-1.73,8.5105,0.0,8.125,1.0,1.0,3.3579998,1.381,0.2255,0.0,1.0,1.0,1.0,0.4725,0.0365,4.3389997,1.0,1.0,0.0,3.4035,1.0,1.0,1.0,1.0,0.4918033,-0.48995844,1.0,0.0,1.0,1.0,1.0,1.0,1.0195,0.504,1.0,2.361,1.0,0.936,1.0,0.0,1.0,0.2165,0.0,0.0,1.0,1.0,2.681694,0.035634488,0.0,1.0,1.0,1.0,1.0,1.2195001,0.0,1.0,1.0,0.0,1.084,7.361,-1.948,0.016999999,1.0,5.150514997831991,0.2519606436888056
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)[C@@H](C)O)C(C)C)[C@@H](C)O)C(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O,4543.032,200.93451,85.693,173.954,88.929,145.695,57.6895,60.145,78.0855,51.29,174.6595,60.4905,0.0,-36.913002,83.9495,11.823647,34.991,25.257578,0.0,28.343954,-17.684,0.756,25.257578,4.8170004,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-2.451,1.0,1.0,0.0,0.065,0.0,-2.315031,1.0,0.444,0.851,8.2645,1.0,1.0,5.4545,0.0,0.0,1.0,8.297,0.0,0.044,3.672,0.0,0.0,1.0,1.0,0.0,0.0,12.5875,1.0,1.0,0.0,-2.48,3.9645,1.0,0.0,0.0,1.0,1.3594999,2.7145,-3.0349998,1.0,2.359,0.40350002,1.0,0.484,-0.099,4.6495,-2.2085,1.0,0.78830415,5.9595547,9.96833,0.55,0.033,-1.926,1.0,0.1865,1.0,1.0,1.136,1.0,1.0,4.3995,4.697,0.0485,0.4725,0.0,0.6555,0.246,-2.001,1.0,0.0,7.966,0.0,15.404332,0.0,1.0,-8.0385,-0.2105,0.195,1.3510001,8.305266,0.0,8.572,5.1425,1.0,1.0,0.767,1.0,0.0,1.0,-1.73,8.5105,1.0,8.696,1.0,1.0,3.3579998,1.381,0.2255,1.0,1.0,1.0,1.0,0.4725,0.0365,4.3389997,1.0,1.0,1.0,3.4035,2.0,1.0,1.0,1.0,0.28991598,-0.48995844,1.0,0.0,1.0,1.0,1.0,1.0,1.0195,0.504,1.0,2.361,1.0,0.919,0.0,0.0,1.0,0.2165,0.0,0.0,1.0,1.0,2.7497666,0.035634488,1.0,1.0,1.0,1.0,1.0,1.2195001,0.0,1.0,2.0,0.0,1.065,7.949,-1.948,0.016999999,1.0,6.6020599913279625,1.0104377584601565
CC1=CCC(C(=O)N=C2CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=CC1=NC(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)N=C3CC(C(=O)N=C4CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1,20285.258,627.993,535.8295,439.75604,350.649,290.039,386.70502,233.555,243.61,327.181,300.943,269.918,206.19894,-112.906,207.586,12.1520405,70.773,60.491592,1.0,0.0,-28.507,0.465,0.0,14.612,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-5.937,0.0,0.0,4.794537,0.301,0.0,-2.2102768,1.0,0.238,0.492,18.137,1.0,1.0,9.532,0.0,0.0,1.0,7.71,1.0,0.074,5.107,1.0,1.0,0.0,1.0,1.0,1.0,31.369,1.0,1.0,0.0,-4.062,5.295,0.0,0.0,1.0,0.0,8.462,4.818,1.662,0.0,20.398,0.248,1.0,0.264,0.152,4.05,-3.654,1.0,0.6106819,0.0,9.9354725,0.695,0.195,-3.299,1.0,-0.148,0.0,0.0,0.544,1.0,1.0,2.291,8.889,0.663,0.313,35.44308,1.25,-0.166,-5.137,0.0,1.0,7.118,0.0,13.664264,0.0,1.0,-7.692,0.088,0.12,1.462,0.0,0.0,7.285,15.797,1.0,0.0,0.817,1.0,1.0,1.0,-3.096,20.698,1.0,7.042,1.0,1.0,2.035,2.714,0.749,0.0,0.0,1.0,0.0,0.753,0.043,2.859,1.0,1.0,1.0,1.443,0.0,1.0,0.0,0.0,0.40697673,-0.28842223,1.0,0.0,0.0,1.0,1.0,1.0,1.679,0.225,1.0,1.369,1.0,0.681,1.0,1.0,1.0,-0.199,1.0,1.0,1.0,1.0,3.122093,0.03211849,0.0,1.0,0.0,1.0,1.0,1.264,1.0,1.0,0.0,1.0,0.634,7.068,-3.769,0.13,1.0,4.823908740944319,1.0104377584601565
O=C(Nc1ccc(C(=O)Nc2cccc(C(=O)Nc3cc(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(S(=O)(=O)O)c34)c2)cc1)Nc1ccc(C(=O)Nc2cccc(C(=O)Nc3cc(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(S(=O)(=O)O)c34)c2)cc1,20285.258,736.884,413.03,439.75604,254.377,327.661,386.70502,325.736,235.31,335.6715,344.838,252.898,204.27832,-205.745,217.57349,12.132734,102.621,50.506783,0.0,0.0,-52.462,0.469,0.0,11.542,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.69,0.0,0.0,38.918854,0.299,0.0,-2.1479506,1.0,0.225,0.498,34.676,1.0,0.0,13.399,0.0,0.0,1.0,7.642,0.0,0.078,13.031,0.0,1.0,0.0,1.0,0.0,0.0,43.447502,1.0,0.0,1.0,-4.969,7.45,0.0,0.0,0.0,0.0,13.6845,3.412,-8.206,0.0,20.267,0.224,1.0,0.252,0.152,4.092,-4.62,1.0,0.6308995,0.0,10.078046,0.703,0.833,-4.174,1.0,0.782,1.0,0.0,3.275,1.0,0.0,5.824,11.618,1.273,0.291,35.44308,1.07,0.091,-5.4919987,1.0,1.0,7.387,0.0,13.526357,0.0,1.0,-21.234,-0.794,0.11,2.299,0.0,0.0,7.662,23.698498,1.0,0.0,1.052,1.0,1.0,0.0,-3.781,18.375,0.0,7.84,1.0,1.0,3.219,3.608,1.2145001,1.0,1.0,0.0,0.0,0.742,0.071,3.662,1.0,0.0,0.0,2.012,0.0,0.0,1.0,0.0,0.2857143,-0.32197335,0.0,1.0,0.0,0.0,1.0,1.0,2.57,0.244,0.0,5.907,1.0,0.705,1.0,0.0,1.0,0.82,0.0,0.0,1.0,1.0,3.1567461,-0.16205952,0.0,1.0,0.0,1.0,0.0,1.246,0.0,1.0,0.0,1.0,0.643,7.38,-4.616,0.721,1.0,4.769551078621726,1.0104377584601565
