SMILES,MORSE_192,GETAWAY_133,RDF_191,RDF_183,RDF_187,GETAWAY_263,RDF_193,RDF_197,RDF_185,RDF_184,MORSE_193,RDF_189,RDKit2D_VSA_EState1,MORSE_194,RDF_181,RDKit2D_EState_VSA4,MORSE_198,RDKit2D_PEOE_VSA4,FP_RDKit512_436,RDKit2D_EState_VSA9,MORSE_200,AC2D_169,RDKit2D_SlogP_VSA12,GETAWAY_261,FP_RDKit512_416,FP_AtomPair1024_242,FP_RDKit512_243,FP_MACCS_123,FP_TopoTorsion1024_520,FP_RDKit512_38,FP_TopoTorsion1024_988,FP_RDKit512_497,MORSE_40,FP_RDKit512_240,FP_Morgan1024_r2_713,RDKit2D_SlogP_VSA10,AC2D_121,FP_RDKit512_7,RDKit2D_BCUT2D_CHGLO,FP_RDKit512_319,AC3D_48,AC2D_153,MORSE_201,FP_AtomPair1024_970,FP_RDKit512_177,MORSE_38,FP_MorganFeat1024_r2_365,FP_MorganFeat1024_r2_131,FP_TopoTorsion1024_694,AC2D_46,FP_RDKit512_134,AC2D_117,GETAWAY_262,FP_RDKit512_488,FP_RDKit512_288,FP_Morgan1024_r2_389,FP_AtomPair1024_104,Pharm2D_Gobbi_172,FP_RDKit512_400,MORSE_203,FP_AtomPair1024_105,FP_TopoTorsion1024_552,FP_RDKit512_234,MORSE_104,MORSE_134,FP_MACCS_109,FP_RDKit512_453,Pharm2D_Gobbi_20,FP_MACCS_138,GETAWAY_132,GETAWAY_141,MORSE_218,FP_TopoTorsion1024_432,GETAWAY_131,AC3D_49,FP_RDKit512_58,AC3D_28,AC2D_112,AC3D_66,MORSE_8,FP_RDKit512_500,Phys_Max_Bond_Polarity,RDKit2D_PEOE_VSA11,RDKit2D_BCUT2D_MWLOW,AC2D_145,MORSE_187,MORSE_72,FP_RDKit512_457,MORSE_156,FP_AtomPair1024_870,FP_RDKit512_117,MORSE_219,FP_RDKit512_186,FP_AtomPair1024_348,AC3D_67,GETAWAY_259,MORSE_59,AC3D_79,RDKit2D_PEOE_VSA13,GETAWAY_207,AC2D_133,MORSE_44,FP_RDKit512_88,FP_RDKit512_344,AC2D_43,FP_MorganFeat1024_r2_806,RDKit2D_MaxAbsEStateIndex,FP_RDKit512_378,FP_AtomPair1024_464,MORSE_209,MORSE_58,GETAWAY_98,MORSE_43,RDKit2D_VSA_EState10,FP_TopoTorsion1024_761,AC2D_44,GETAWAY_129,FP_AtomPair1024_499,FP_MACCS_85,AC2D_184,FP_RDKit512_124,FP_RDKit512_456,FP_AtomPair1024_940,MORSE_140,RDF_35,FP_RDKit512_426,AC2D_47,FP_TopoTorsion1024_48,FP_RDKit512_217,AC3D_64,MORSE_107,MORSE_60,Pharm2D_Gobbi_59,FP_AtomPair1024_93,FP_Morgan1024_r2_926,FP_AtomPair1024_509,GETAWAY_270,GETAWAY_179,AC3D_68,FP_AtomPair1024_400,Pharm2D_Gobbi_94,FP_RDKit512_52,AC3D_63,RDKit2D_NumSaturatedHeterocycles,Pharm2D_Gobbi_96,FP_TopoTorsion1024_382,FP_RDKit512_354,RDKit2D_FpDensityMorgan1,QM_Charge_Min_Neg,FP_AtomPair1024_592,FP_RDKit512_423,Pharm2D_Gobbi_218,FP_RDKit512_273,FP_RDKit512_226,FP_AtomPair1024_973,MORSE_75,AC3D_47,FP_RDKit512_417,GETAWAY_142,FP_MorganFeat1024_r2_24,AC2D_186,Pharm2D_Gobbi_13,FP_RDKit512_179,FP_AtomPair1024_713,MORSE_28,FP_RDKit512_258,FP_RDKit512_493,FP_AtomPair1024_921,FP_AtomPair1024_740,EState_Mean,USR_ctd_Skew,FP_Morgan1024_r2_695,FP_AtomPair1024_896,FP_MorganFeat1024_r2_349,FP_AtomPair1024_967,FP_RDKit512_508,GETAWAY_220,FP_RDKit512_57,FP_AtomPair1024_645,RDKit2D_NumSaturatedRings,FP_RDKit512_155,AC2D_177,AC2D_41,MORSE_12,MORSE_91,FP_AtomPair1024_869,average,sample_weight
FC(F)(F)c1ccccc1Cn1nc2c(C(F)(F)F)cccc2c1-c1ccc(Cl)cc1,6647.619,387.457,187.395,170.332,219.893,318.766,161.109,98.312,226.621,59.593,189.013,171.929,82.164604,-123.338,89.472,12.132734,76.452,31.441172,0.0,11.60094,-37.034,0.475,11.60094,9.577,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.49,0.0,0.0,26.342491,0.424,0.0,-2.1414514,1.0,0.352,0.531,16.478,1.0,0.0,7.741,0.0,0.0,1.0,6.538,0.0,0.055,16.021,0.0,0.0,0.0,1.0,0.0,1.0,-0.465,1.0,1.0,1.0,-3.401,4.377,0.0,0.0,0.0,0.0,7.711,6.007,-6.343,0.0,2.984,0.141,1.0,0.492,0.008,9.952,-2.702,0.0,0.58411324,0.0,10.037835,0.591,0.326,-2.173,1.0,0.4,1.0,0.0,7.733,1.0,0.0,13.849,9.667,0.365,0.31,0.0,0.836,0.103,-1.781,1.0,1.0,6.497,0.0,13.545964,0.0,0.0,-15.618,-0.719,0.178,0.931,5.920697,0.0,6.372,5.931,1.0,0.0,0.863,1.0,0.0,0.0,-1.642,20.23,0.0,6.824,1.0,1.0,6.442,1.083,0.308,1.0,0.0,0.0,1.0,0.528,0.03,13.095,1.0,0.0,1.0,6.145,0.0,0.0,1.0,1.0,0.7419355,-0.28842223,0.0,1.0,0.0,0.0,1.0,1.0,0.968,0.528,1.0,12.622,0.0,0.783,0.0,1.0,0.0,0.377,0.0,1.0,1.0,0.0,3.1111112,-0.059290625,0.0,1.0,1.0,1.0,0.0,1.114,0.0,0.0,0.0,1.0,0.495,6.605,-1.848,0.203,1.0,4.810790510417694,1.0104377584601565
CS(=O)(=O)c1cc(Cl)cc(Oc2cccc(-c3c(C(N)=O)cnc4c(C(F)(F)F)cccc34)c2)c1,7161.976,344.018,135.27,241.464,136.214,258.727,132.276,209.812,191.393,96.915,136.344,170.026,70.28846,-68.661,83.135,18.51898,46.42,13.171246,0.0,22.07147,-15.032,0.575,11.60094,8.802,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.042,0.0,0.0,13.171246,0.252,0.0,-2.153958,0.0,0.409,0.603,9.618,1.0,0.0,4.804,0.0,1.0,1.0,6.5,0.0,-0.19,8.489,0.0,1.0,0.0,1.0,0.0,1.0,13.581,1.0,0.0,1.0,-2.028,3.483,0.0,1.0,0.0,0.0,2.92,6.568,-2.719,1.0,2.773,0.461,1.0,0.448,0.01,7.72,-1.742,0.0,0.6159511,9.837254,9.941579,0.671,0.235,-1.494,0.0,0.442,0.0,0.0,2.786,1.0,0.0,8.336,13.751,0.472,0.521,5.90718,0.743,-0.15,-2.242,1.0,1.0,6.517,0.0,13.5613575,0.0,1.0,-12.805,-0.601,0.284,2.214,6.027366,0.0,6.703,11.18,1.0,0.0,0.901,1.0,0.0,1.0,-1.729,12.736,0.0,6.452,1.0,1.0,6.978,2.185,0.523,1.0,0.0,0.0,1.0,0.692,0.078,6.627,1.0,0.0,0.0,4.83,0.0,0.0,0.0,1.0,1.0285715,-0.45725995,0.0,1.0,0.0,0.0,1.0,0.0,1.639,0.415,1.0,8.321,0.0,0.747,0.0,0.0,1.0,0.448,0.0,0.0,1.0,0.0,2.9746032,0.18030255,1.0,1.0,1.0,1.0,0.0,1.159,1.0,1.0,0.0,1.0,0.501,6.525,-2.073,0.232,1.0,4.962573502059376,1.0104377584601565
Cc1nc2c(C(F)(F)F)cccc2nc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1,5485.998,304.77,165.339,222.185,75.92,220.75,96.959,24.06,94.772,128.177,219.129,17.466,63.426846,-83.439,86.43,23.44904,43.902,13.171246,0.0,0.0,-26.427,0.558,0.0,3.277,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-2.43,0.0,0.0,13.171246,0.278,1.0,-2.1216974,0.0,0.438,0.627,21.067,1.0,0.0,5.278,0.0,1.0,1.0,5.775,0.0,-0.163,3.377,0.0,1.0,0.0,1.0,0.0,1.0,16.968,1.0,0.0,0.0,-2.174,3.884,0.0,0.0,0.0,0.0,3.354,2.417,-4.414,0.0,3.925,0.477,1.0,0.483,0.033,5.198,-1.78,0.0,0.5841038,9.837254,10.016417,0.606,0.178,-1.487,0.0,0.395,1.0,1.0,2.185,1.0,1.0,6.259,9.863,0.232,0.554,0.0,0.278,-0.117,-2.006,0.0,1.0,6.352,0.0,13.275311,0.0,1.0,-12.867,-0.547,0.316,2.373,0.0,0.0,6.268,6.921,1.0,0.0,0.844,1.0,0.0,1.0,-1.568,7.623,1.0,5.883,1.0,1.0,6.037,2.344,0.491,1.0,0.0,0.0,1.0,0.564,0.059,6.729,1.0,0.0,0.0,5.399,0.0,0.0,1.0,1.0,0.8064516,-0.28842223,1.0,1.0,0.0,0.0,0.0,0.0,1.852,0.418,1.0,2.319,0.0,0.636,0.0,1.0,1.0,0.416,1.0,1.0,1.0,0.0,2.811828,-0.14879088,0.0,1.0,0.0,1.0,0.0,1.083,1.0,0.0,0.0,1.0,0.535,6.395,-1.813,0.16,1.0,5.769551078621726,1.0104377584601565
CCc1nc2c(C(F)(F)F)cccc2nc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1,5593.168,299.881,160.876,223.422,82.296,214.121,104.607,17.553,95.174,124.684,213.264,20.68,63.804825,-82.943,87.273,29.012491,44.208,13.171246,0.0,0.0,-25.976,0.563,0.0,4.019,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-2.255,0.0,0.0,13.171246,0.284,1.0,-2.131812,0.0,0.44,0.632,21.177,1.0,0.0,5.398,0.0,1.0,1.0,5.863,0.0,-0.118,3.308,0.0,1.0,0.0,1.0,0.0,1.0,16.107,1.0,0.0,0.0,-2.036,4.022,0.0,0.0,0.0,0.0,3.228,3.189,-4.073,0.0,5.707,0.482,1.0,0.482,0.033,5.231,-1.65,0.0,0.5841038,9.837254,10.009147,0.611,0.245,-1.359,0.0,0.372,1.0,1.0,2.263,1.0,1.0,5.887,9.484,0.292,0.554,0.0,0.42,-0.082,-2.215,0.0,1.0,6.363,0.0,13.379266,0.0,1.0,-11.822,-0.508,0.28,2.182,0.0,0.0,6.289,6.873,1.0,0.0,0.814,1.0,0.0,1.0,-1.72,8.522,1.0,5.888,1.0,1.0,5.76,2.161,0.452,1.0,0.0,0.0,1.0,0.571,0.053,6.424,1.0,0.0,0.0,5.116,0.0,0.0,1.0,1.0,0.84375,-0.28842223,1.0,1.0,0.0,0.0,0.0,0.0,1.705,0.405,1.0,2.233,0.0,0.617,0.0,1.0,1.0,0.392,1.0,1.0,1.0,0.0,2.7708333,-0.107336216,0.0,1.0,0.0,1.0,0.0,1.055,1.0,0.0,0.0,1.0,0.539,6.398,-1.983,0.22,1.0,6.455931955649724,1.0104377584601565
Cc1nc2c(Cl)cccc2nc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1,3532.291,209.269,149.263,204.428,87.778,157.981,93.297,27.346,30.84,82.653,148.437,4.903,23.598919,-36.652,79.573,33.59491,30.604,0.0,0.0,16.584919,-13.242,0.726,11.60094,3.956,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.556,1.0,0.0,0.0,0.091,1.0,-2.0918074,0.0,0.499,0.857,8.794,1.0,0.0,3.828,0.0,1.0,1.0,5.721,0.0,-0.1,1.774,0.0,1.0,0.0,0.0,0.0,1.0,16.217,0.0,0.0,0.0,-1.44,3.509,0.0,0.0,0.0,0.0,0.666,3.325,-4.749,0.0,4.536,0.57,1.0,0.503,0.099,6.119,-1.393,0.0,0.3990307,9.837254,10.018601,0.665,0.202,-1.31,0.0,0.345,0.0,1.0,1.133,1.0,1.0,4.292,6.181,0.272,0.634,0.0,0.324,-0.038,-1.661,0.0,1.0,5.968,0.0,11.799459,0.0,1.0,-9.336,-0.401,0.398,1.833,6.215453,0.0,5.79,5.365,1.0,0.0,0.857,1.0,0.0,0.0,-1.344,4.231,1.0,5.246,1.0,0.0,4.727,1.846,0.379,1.0,0.0,0.0,0.0,0.596,0.038,3.758,1.0,0.0,0.0,4.708,0.0,0.0,1.0,1.0,0.8214286,-0.28842223,1.0,1.0,0.0,0.0,0.0,0.0,1.59,0.488,1.0,1.466,0.0,0.604,0.0,1.0,1.0,0.362,1.0,1.0,1.0,0.0,2.358135,-0.07402085,0.0,0.0,1.0,1.0,0.0,1.225,1.0,0.0,0.0,1.0,1.09,5.948,-1.56,0.182,0.0,6.42021640338319,1.0104377584601565
CNS(=O)(=O)c1cccc(-c2ccc(-c3nc4cccc(C(F)(F)F)c4nc3C)cc2)c1,6021.848,324.409,171.897,282.872,83.722,233.545,79.594,23.322,104.621,136.898,234.483,19.138,66.28467,-93.889,90.355,11.629819,48.525,13.171246,0.0,0.0,-24.404,0.552,0.0,3.693,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-2.514,0.0,0.0,13.171246,0.366,1.0,-2.122285,0.0,0.42,0.571,20.011,1.0,1.0,5.447,0.0,1.0,1.0,5.892,0.0,-0.169,3.432,0.0,1.0,0.0,1.0,0.0,1.0,16.395,1.0,0.0,0.0,-2.276,4.028,0.0,1.0,0.0,0.0,3.616,2.626,-3.229,0.0,4.031,0.454,1.0,0.465,0.032,5.478,-1.875,0.0,0.5841038,0.0,10.016424,0.839,0.164,-1.573,0.0,0.479,1.0,1.0,1.194,1.0,1.0,6.101,10.029,0.261,0.536,0.0,0.308,-0.131,-2.003,0.0,1.0,6.404,0.0,13.29412,0.0,1.0,-15.778,-0.496,0.292,2.048,0.0,0.0,6.32,7.085,1.0,0.0,0.933,1.0,0.0,1.0,-1.532,7.834,1.0,5.923,1.0,1.0,5.966,2.142,0.648,1.0,1.0,0.0,1.0,0.536,0.054,6.466,1.0,0.0,0.0,5.343,0.0,0.0,1.0,1.0,0.84375,-0.28842223,1.0,1.0,0.0,1.0,0.0,0.0,1.65,0.416,1.0,2.311,0.0,0.719,0.0,1.0,1.0,0.51,1.0,1.0,1.0,0.0,2.8020833,-0.1835646,0.0,1.0,0.0,1.0,0.0,1.089,0.0,0.0,0.0,1.0,0.525,6.496,-1.851,0.169,1.0,5.832682665251824,1.0104377584601565
Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,3881.527,238.006,84.64,134.054,80.558,162.921,45.966,17.144,16.898,12.064,181.76,20.349,43.43122,-54.033,59.864,33.162743,29.955,13.171246,0.0,9.84339,-20.591,0.719,23.098671,3.075,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.261,1.0,1.0,13.171246,0.26,1.0,-2.0846689,0.0,0.403,0.664,9.559,0.0,1.0,2.847,0.0,1.0,0.0,5.44,0.0,-0.153,2.505,0.0,0.0,1.0,1.0,0.0,1.0,1.628,0.0,0.0,1.0,-1.626,1.685,1.0,0.0,1.0,1.0,1.134,2.2,-3.933,1.0,1.696,0.404,0.0,0.452,-0.052,3.721,-1.291,1.0,0.8199456,6.606882,10.131026,1.152,-0.021,-0.992,0.0,0.244,0.0,0.0,2.807,1.0,0.0,4.019,3.51,-0.238,0.468,0.0,0.485,-0.051,-0.601,1.0,1.0,5.853,0.0,12.733858,1.0,0.0,-13.076,-0.377,0.31,1.176,3.059793,0.0,5.37,3.208,1.0,0.0,0.728,1.0,1.0,1.0,-0.76,2.775,1.0,5.388,0.0,1.0,2.589,1.097,0.223,1.0,0.0,0.0,0.0,0.406,0.053,4.01,1.0,0.0,0.0,3.596,0.0,0.0,1.0,1.0,1.1666666,-0.4816386,1.0,0.0,0.0,0.0,1.0,0.0,0.822,0.419,1.0,2.135,1.0,0.497,1.0,1.0,0.0,0.149,0.0,1.0,0.0,1.0,2.8138888,0.39975634,1.0,1.0,1.0,0.0,0.0,1.236,1.0,0.0,0.0,0.0,0.521,6.138,-0.897,-0.061,0.0,8.022276394711152,1.0104377584601565
O=C(O)Cc1ccc(Cl)c(OCCC2CCN(c3nc4ccc(Cl)cc4s3)CC2)c1,2535.728,140.926,47.805,118.34,68.673,101.01,20.687,24.15,58.25,18.923,121.074,38.321,6.9834676,-18.212,53.733,52.72279,18.729,0.0,1.0,38.029247,-7.853,0.993,34.538666,2.08,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.066,1.0,1.0,5.1315584,-0.041,1.0,-2.3126109,0.0,0.411,0.92,2.614,0.0,1.0,2.586,1.0,1.0,0.0,4.922,1.0,0.487,1.054,1.0,1.0,1.0,0.0,1.0,1.0,6.469,0.0,0.0,0.0,-1.625,2.174,1.0,1.0,1.0,1.0,0.333,1.948,-1.81,1.0,0.92,0.437,0.0,0.429,-0.101,2.301,-1.437,1.0,0.7883033,5.1315584,9.94069,0.89,-0.167,-1.153,0.0,0.109,0.0,1.0,0.237,0.0,1.0,2.005,2.787,-0.162,0.509,0.0,0.443,0.448,-1.182,0.0,0.0,5.309,1.0,10.892842,1.0,1.0,-6.383,-0.026,0.295,0.552,13.967077,1.0,5.088,2.803,0.0,1.0,0.705,0.0,1.0,1.0,-1.264,4.688,1.0,4.643,0.0,0.0,2.011,0.892,0.188,0.0,0.0,1.0,0.0,0.797,0.063,2.114,0.0,1.0,1.0,1.994,1.0,1.0,0.0,1.0,1.2,-0.49201104,1.0,0.0,1.0,1.0,0.0,0.0,0.589,0.476,1.0,0.898,1.0,0.563,1.0,0.0,0.0,0.137,1.0,1.0,0.0,0.0,2.2907407,0.26089317,1.0,0.0,1.0,0.0,1.0,1.448,1.0,1.0,1.0,0.0,1.038,5.577,-1.512,-0.136,0.0,7.721246399047171,1.0104377584601565
O=C(O)Cc1ccc(Cl)c(OCCC2(N3CCCC3)CCN(c3nc4ccc(C(F)(F)F)nc4s3)CC2)c1,4621.046,221.937,78.751,140.035,73.477,133.755,35.724,27.591,48.864,50.557,192.734,24.057,45.295223,-51.145,62.682,64.3495,30.683,13.171246,1.0,21.44433,-20.479,0.866,22.937725,1.995,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.397,1.0,1.0,18.302803,0.086,1.0,-2.4736915,0.0,0.486,0.868,9.115,0.0,1.0,4.388,1.0,1.0,0.0,5.405,1.0,0.128,1.575,1.0,1.0,1.0,0.0,1.0,1.0,1.596,0.0,0.0,0.0,-2.636,3.045,1.0,1.0,1.0,1.0,0.798,1.284,-1.784,1.0,0.966,0.457,1.0,0.535,-0.097,2.237,-2.144,1.0,0.7883033,5.1315584,9.827626,0.843,0.029,-1.681,1.0,0.052,0.0,1.0,3.512,0.0,1.0,2.356,2.958,-0.047,0.546,0.0,0.478,0.156,-1.548,0.0,0.0,5.848,1.0,13.078138,1.0,1.0,-10.433,0.34,0.179,0.635,7.5060115,1.0,5.507,4.828,0.0,1.0,0.614,1.0,1.0,1.0,-1.51,7.458,1.0,5.351,0.0,0.0,1.838,1.03,0.015,0.0,0.0,1.0,0.0,0.652,0.063,2.511,0.0,1.0,1.0,2.121,2.0,1.0,0.0,1.0,1.1052631,-0.4919477,1.0,0.0,1.0,1.0,0.0,0.0,0.602,0.51,1.0,0.822,1.0,0.444,1.0,0.0,0.0,0.011,1.0,1.0,0.0,0.0,2.5994153,0.41220886,1.0,0.0,1.0,0.0,1.0,1.121,1.0,1.0,2.0,1.0,0.721,6.169,-1.836,-0.081,0.0,7.657577319177793,1.0104377584601565
O=C(O)Cc1cc(Cl)cc(OCCC2(N3CCCC3=O)CCN(c3nc4ccc(C(F)(F)F)cc4s3)CC2)c1,5481.508,249.973,60.208,156.909,80.26,151.282,30.823,45.988,85.749,59.048,205.408,32.549,45.909435,-64.744,65.116,18.553556,34.941,13.171246,1.0,21.44433,-21.283,0.751,22.937725,1.496,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.088,1.0,1.0,18.302803,0.18,1.0,-2.4723988,0.0,0.531,0.742,18.356,0.0,1.0,5.333,1.0,1.0,0.0,5.354,1.0,0.282,2.558,1.0,1.0,1.0,0.0,1.0,1.0,8.821,0.0,0.0,0.0,-2.509,3.563,1.0,1.0,1.0,1.0,1.774,0.593,-2.771,1.0,1.534,0.509,0.0,0.58,-0.077,2.025,-2.093,1.0,0.78830415,5.1315584,9.826717,0.858,0.223,-1.686,1.0,-0.052,0.0,1.0,4.766,0.0,1.0,3.194,3.035,0.219,0.623,0.0,0.401,0.233,-1.745,0.0,0.0,5.976,1.0,13.143151,1.0,1.0,-10.665,-0.278,0.254,1.626,7.397861,1.0,5.567,6.631,0.0,1.0,0.665,1.0,1.0,1.0,-1.508,11.5,1.0,5.73,0.0,0.0,1.857,1.599,-0.245,0.0,0.0,1.0,0.0,0.115,0.112,3.085,0.0,1.0,1.0,2.292,2.0,1.0,0.0,1.0,1.1538461,-0.493441,1.0,0.0,1.0,1.0,0.0,0.0,1.076,0.505,1.0,1.48,1.0,0.576,1.0,0.0,0.0,-0.045,1.0,1.0,0.0,0.0,2.6908832,0.47707894,1.0,1.0,1.0,0.0,1.0,1.226,1.0,1.0,2.0,0.0,0.636,6.289,-1.947,0.107,0.0,6.823908740944319,1.0104377584601565
CC(C)C1(CCOc2cc(CC(=O)O)ccc2Cl)CCN(c2nc3ccc(Cl)cc3s2)CC1,2776.124,136.721,66.915,120.282,50.118,93.049,19.738,26.637,19.727,26.176,116.37,21.937,7.1573544,-17.109,55.338,52.72279,14.393,0.0,1.0,38.029247,-7.185,0.966,34.538666,2.407,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.156,1.0,1.0,5.1315584,-0.037,1.0,-2.4446025,0.0,0.497,0.891,-0.12,0.0,1.0,2.085,1.0,1.0,0.0,5.164,1.0,0.441,1.816,1.0,1.0,1.0,0.0,1.0,1.0,6.027,0.0,0.0,0.0,-1.524,1.803,1.0,1.0,1.0,1.0,0.735,1.651,-1.367,1.0,2.275,0.475,0.0,0.509,-0.092,2.251,-1.324,1.0,0.7883033,5.1315584,9.678703,0.856,-0.101,-1.049,0.0,-0.074,0.0,1.0,0.745,0.0,1.0,2.152,2.395,-0.097,0.543,0.0,0.636,0.4,-1.404,0.0,0.0,5.378,1.0,11.009952,1.0,1.0,-5.57,-0.002,0.306,0.507,14.124729,1.0,5.146,3.857,0.0,1.0,0.661,0.0,1.0,1.0,-1.448,4.418,1.0,5.014,0.0,0.0,1.719,0.727,-0.096,0.0,0.0,1.0,0.0,0.486,0.046,2.078,0.0,1.0,1.0,1.744,1.0,1.0,0.0,1.0,1.2121212,-0.49199975,1.0,0.0,1.0,1.0,0.0,0.0,0.43,0.571,1.0,1.593,1.0,0.507,1.0,0.0,1.0,-0.039,1.0,1.0,0.0,0.0,2.2415824,0.48222017,1.0,0.0,1.0,0.0,1.0,1.48,1.0,1.0,1.0,0.0,0.992,5.604,-1.671,-0.052,0.0,8.1249387366083,1.0104377584601565
O=C(O)Cc1cc(Cl)cc(OCCC2(N3CCCC3)CCN(c3nc4ccc(C(F)(F)F)cc4s3)CC2)c1,4716.326,239.955,66.018,153.973,95.162,142.826,37.95,21.101,31.966,21.545,185.992,37.128,46.028538,-59.682,65.772,56.639416,33.193,13.171246,1.0,21.44433,-23.687,0.772,22.937725,1.156,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.514,1.0,1.0,18.302803,0.175,1.0,-2.4737446,0.0,0.566,0.762,10.483,0.0,1.0,4.689,1.0,1.0,0.0,5.191,1.0,0.243,1.67,1.0,1.0,1.0,0.0,1.0,1.0,2.867,0.0,0.0,0.0,-2.793,3.211,1.0,1.0,1.0,1.0,1.696,0.472,-2.091,1.0,0.854,0.529,0.0,0.606,-0.079,1.918,-2.273,1.0,0.78830415,5.1315584,9.827628,0.859,-0.138,-1.818,0.0,0.013,0.0,1.0,2.362,0.0,1.0,2.509,2.901,-0.125,0.624,0.0,0.358,0.213,-1.647,0.0,0.0,5.916,1.0,13.139036,1.0,1.0,-9.327,0.011,0.221,1.012,7.489793,1.0,5.468,5.184,0.0,1.0,0.656,1.0,1.0,1.0,-1.759,4.667,1.0,5.365,0.0,0.0,1.83,1.151,-0.192,0.0,0.0,1.0,0.0,0.082,0.133,2.634,0.0,1.0,1.0,2.318,2.0,1.0,0.0,1.0,1.1052631,-0.493461,1.0,0.0,1.0,1.0,0.0,0.0,0.786,0.54,1.0,1.033,1.0,0.45,1.0,0.0,0.0,-0.038,1.0,1.0,0.0,0.0,2.5730994,0.31218097,1.0,0.0,1.0,0.0,1.0,1.245,1.0,1.0,2.0,0.0,0.634,6.245,-1.939,-0.169,0.0,8.031517051446064,1.0104377584601565
Cc1ccc(CC(=O)O)cc1OCCC1(N2CCCC2)CCN(c2nc3ccc(Cl)cc3s2)CC1,2699.099,130.392,34.022,124.792,55.763,89.112,36.711,54.856,16.837,23.348,122.707,29.167,7.3897967,-19.842,61.902,82.68872,19.458,0.0,1.0,26.428308,-8.748,1.041,22.937725,1.388,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.935,1.0,1.0,5.1315584,-0.07,1.0,-2.4739082,0.0,0.577,1.017,1.319,0.0,1.0,3.645,1.0,1.0,0.0,4.971,1.0,0.434,1.406,1.0,1.0,1.0,1.0,1.0,1.0,4.694,0.0,0.0,0.0,-2.163,2.856,1.0,1.0,1.0,1.0,0.226,0.804,-0.794,1.0,0.296,0.539,0.0,0.596,-0.121,1.715,-1.989,1.0,0.78830326,5.1315584,9.827541,0.898,0.029,-1.765,0.0,0.082,0.0,1.0,-0.238,0.0,1.0,2.095,2.542,0.091,0.616,0.0,0.512,0.296,-1.338,0.0,1.0,5.367,1.0,11.109462,1.0,1.0,-7.265,0.079,0.268,0.492,7.901673,1.0,5.145,2.272,0.0,1.0,0.605,1.0,1.0,1.0,-1.373,3.94,1.0,5.069,0.0,0.0,1.514,0.78,0.138,0.0,0.0,1.0,0.0,0.161,0.037,2.126,0.0,1.0,1.0,1.527,2.0,1.0,0.0,1.0,1.1428572,-0.49323738,1.0,0.0,1.0,1.0,0.0,0.0,0.502,0.598,1.0,0.962,1.0,0.617,1.0,0.0,0.0,0.112,1.0,1.0,0.0,0.0,2.129365,0.39612848,1.0,0.0,1.0,0.0,1.0,1.43,1.0,1.0,2.0,0.0,1.16,5.56,-1.525,0.023,0.0,8.207608310501746,1.0104377584601565
