Top Features Contributing to 20% of Performance
================================================================================
Model: MLP_Small
Family: nn
Endpoint: pEC50
Species: mus_musculus
Total Features: 2647
Top Features Count: 168
Cumulative Importance: 0.1998
================================================================================

                 feature  importance  importance_normalized  cumulative
             GETAWAY_173    0.006695               0.001025    0.146748
                 AC3D_54    0.006688               0.001023    0.147772
                AC2D_117    0.006686               0.001023    0.148795
              GETAWAY_28    0.006657               0.001019    0.149813
                 AC2D_61    0.006632               0.001015    0.150828
     FP_AtomPair1024_258    0.006618               0.001013    0.151841
               MORSE_205    0.006561               0.001004    0.152845
     FP_AtomPair1024_518    0.006561               0.001004    0.153849
             GETAWAY_219    0.006553               0.001003    0.154852
                 AC3D_25    0.006542               0.001001    0.155853
    FP_Morgan1024_r2_361    0.006539               0.001001    0.156854
                 MORSE_7    0.006529               0.000999    0.157853
                MORSE_51    0.006453               0.000988    0.158841
    FP_Morgan1024_r2_109    0.006449               0.000987    0.159827
             GETAWAY_256    0.006436               0.000985    0.160812
      FP_AtomPair1024_34    0.006418               0.000982    0.161795
       RDKit2D_PEOE_VSA7    0.006383               0.000977    0.162771
               MORSE_200    0.006368               0.000975    0.163746
     FP_AtomPair1024_588    0.006354               0.000972    0.164718
      RDKit2D_SlogP_VSA6    0.006353               0.000972    0.165690
       Pharm2D_Gobbi_132    0.006352               0.000972    0.166662
    FP_Morgan1024_r2_319    0.006341               0.000970    0.167633
                 RDF_105    0.006341               0.000970    0.168603
     FP_AtomPair1024_697    0.006335               0.000970    0.169573
                 AC2D_88    0.006333               0.000969    0.170542
                 RDF_203    0.006322               0.000968    0.171509
    FP_AtomPair1024_1013    0.006322               0.000968    0.172477
    FP_AtomPair1024_1022    0.006312               0.000966    0.173443
FP_MorganFeat1024_r2_190    0.006311               0.000966    0.174409
             RDKit2D_Ipc    0.006295               0.000963    0.175372
     FP_AtomPair1024_232    0.006285               0.000962    0.176334
         FP_RDKit512_199    0.006283               0.000961    0.177295
          FP_RDKit512_16    0.006281               0.000961    0.178256
                MORSE_32    0.006281               0.000961    0.179217
      FP_AtomPair1024_88    0.006235               0.000954    0.180172
               MORSE_186    0.006229               0.000953    0.181125
                AC2D_183    0.006215               0.000951    0.182076
         FP_RDKit512_181    0.006159               0.000942    0.183018
         FP_RDKit512_244    0.006152               0.000941    0.183960
                MORSE_63    0.006150               0.000941    0.184901
          FP_RDKit512_21    0.006145               0.000940    0.185841
     FP_AtomPair1024_956    0.006124               0.000937    0.186779
         FP_RDKit512_480    0.006123               0.000937    0.187716
              GETAWAY_47    0.006121               0.000937    0.188652
         FP_RDKit512_233    0.006114               0.000936    0.189588
RDKit2D_MinPartialCharge    0.006111               0.000935    0.190523
                 AC2D_81    0.006109               0.000935    0.191458
                AC2D_148    0.006104               0.000934    0.192392
     FP_AtomPair1024_475    0.006102               0.000934    0.193326
          FP_RDKit512_75    0.006087               0.000931    0.194257
         FP_RDKit512_222    0.006061               0.000927    0.195185
     FP_AtomPair1024_704    0.006050               0.000926    0.196111
                AC2D_164    0.006046               0.000925    0.197036
         FP_RDKit512_387    0.006046               0.000925    0.197961
     FP_AtomPair1024_970    0.006031               0.000923    0.198884
         FP_RDKit512_197    0.006015               0.000920    0.199804
