action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,source_organism,source_target_chembl_id,source_pref_name
,,727868,[],CHEMBL707778,Concentration at which one-half of the maximum Low density lipoprotein receptor is upregulated in HepG2 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(NC(=O)CCC2CCCCC2)cc1C(=O)Nc1ccc(O)cc1,,,CHEMBL1129612,J Med Chem,1996,"{'bei': '13.55', 'le': '0.25', 'lle': '-0.10', 'sei': '6.57'}",CHEMBL419400,,CHEMBL419400,5.16,0,http://www.openphacts.org/units/Nanomolar,213807,=,1,1,=,,EC50,nM,,7000.0,CHEMBL3311,Homo sapiens,Low-density lipoprotein receptor,9606,,,EC50,uM,UO_0000065,,7.0,Homo sapiens,CHEMBL3311,Low-density lipoprotein receptor
,,728956,[],CHEMBL707778,Concentration at which one-half of the maximum Low density lipoprotein receptor is upregulated in HepG2 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(O)cc1,,,CHEMBL1129612,J Med Chem,1996,"{'bei': '15.16', 'le': '0.28', 'lle': '0.52', 'sei': '7.36'}",CHEMBL419763,,CHEMBL419763,5.77,0,http://www.openphacts.org/units/Nanomolar,213791,=,1,1,=,,EC50,nM,,1700.0,CHEMBL3311,Homo sapiens,Low-density lipoprotein receptor,9606,,,EC50,uM,UO_0000065,,1.7,Homo sapiens,CHEMBL3311,Low-density lipoprotein receptor
,,728958,[],CHEMBL707778,Concentration at which one-half of the maximum Low density lipoprotein receptor is upregulated in HepG2 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1cccc(O)c1,,,CHEMBL1129612,J Med Chem,1996,"{'bei': '14.98', 'le': '0.28', 'lle': '0.45', 'sei': '7.27'}",CHEMBL419042,,CHEMBL419042,5.70,0,http://www.openphacts.org/units/Nanomolar,213830,=,1,1,=,,EC50,nM,,2000.0,CHEMBL3311,Homo sapiens,Low-density lipoprotein receptor,9606,,,EC50,uM,UO_0000065,,2.0,Homo sapiens,CHEMBL3311,Low-density lipoprotein receptor
,,728987,[],CHEMBL707778,Concentration at which one-half of the maximum Low density lipoprotein receptor is upregulated in HepG2 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc2[nH]c(-c3cc(NC(=O)CCC4CCCCC4)ccc3C)nc2c1,,,CHEMBL1129612,J Med Chem,1996,"{'bei': '15.67', 'le': '0.29', 'lle': '-0.26', 'sei': '10.19'}",CHEMBL114810,,CHEMBL114810,5.89,0,http://www.openphacts.org/units/Nanomolar,213805,=,1,1,=,,EC50,nM,,1300.0,CHEMBL3311,Homo sapiens,Low-density lipoprotein receptor,9606,,,EC50,uM,UO_0000065,,1.3,Homo sapiens,CHEMBL3311,Low-density lipoprotein receptor
,,730079,[],CHEMBL707778,Concentration at which one-half of the maximum Low density lipoprotein receptor is upregulated in HepG2 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccccc1,,,CHEMBL1129612,J Med Chem,1996,"{'bei': '15.64', 'le': '0.29', 'lle': '0.15', 'sei': '9.79'}",CHEMBL112537,,CHEMBL112537,5.70,0,http://www.openphacts.org/units/Nanomolar,213826,=,1,1,=,,EC50,nM,,2000.0,CHEMBL3311,Homo sapiens,Low-density lipoprotein receptor,9606,,,EC50,uM,UO_0000065,,2.0,Homo sapiens,CHEMBL3311,Low-density lipoprotein receptor
,,738838,[],CHEMBL707779,Concentration at which one-half the maximum Low density lipoprotein receptor up-regulation is observed in HepG2 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(C(=O)CCCC2CCCCC2)cc1NC(=O)c1cccnc1,,,CHEMBL1129612,J Med Chem,1996,"{'bei': '15.64', 'le': '0.29', 'lle': '0.12', 'sei': '9.65'}",CHEMBL114199,,CHEMBL114199,5.70,0,http://www.openphacts.org/units/Nanomolar,213802,=,1,1,=,,EC50,nM,,2000.0,CHEMBL3311,Homo sapiens,Low-density lipoprotein receptor,9606,,,EC50,uM,UO_0000065,,2.0,Homo sapiens,CHEMBL3311,Low-density lipoprotein receptor
,,742736,[],CHEMBL707778,Concentration at which one-half of the maximum Low density lipoprotein receptor is upregulated in HepG2 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,CC(=O)Oc1ccc(C(=O)Nc2cc(NC(=O)CCC3CCCCC3)ccc2C)cc1,,,CHEMBL1129612,J Med Chem,1996,"{'bei': '13.26', 'le': '0.25', 'lle': '0.13', 'sei': '6.63'}",CHEMBL112475,,CHEMBL112475,5.60,0,http://www.openphacts.org/units/Nanomolar,213831,=,1,1,=,,EC50,nM,,2500.0,CHEMBL3311,Homo sapiens,Low-density lipoprotein receptor,9606,,,EC50,uM,UO_0000065,,2.5,Homo sapiens,CHEMBL3311,Low-density lipoprotein receptor
,,742738,[],CHEMBL707778,Concentration at which one-half of the maximum Low density lipoprotein receptor is upregulated in HepG2 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(CO)cc1,,,CHEMBL1129612,J Med Chem,1996,"{'bei': '12.98', 'le': '0.24', 'lle': '0.08', 'sei': '6.53'}",CHEMBL112106,,CHEMBL112106,5.12,0,http://www.openphacts.org/units/Nanomolar,213827,=,1,1,=,,EC50,nM,,7600.0,CHEMBL3311,Homo sapiens,Low-density lipoprotein receptor,9606,,,EC50,uM,UO_0000065,,7.6,Homo sapiens,CHEMBL3311,Low-density lipoprotein receptor
,,750387,[],CHEMBL707778,Concentration at which one-half of the maximum Low density lipoprotein receptor is upregulated in HepG2 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(N)cc1,,,CHEMBL1129612,J Med Chem,1996,"{'bei': '14.28', 'le': '0.26', 'lle': '0.29', 'sei': '6.44'}",CHEMBL115993,,CHEMBL115993,5.42,0,http://www.openphacts.org/units/Nanomolar,213829,=,1,1,=,,EC50,nM,,3800.0,CHEMBL3311,Homo sapiens,Low-density lipoprotein receptor,9606,,,EC50,uM,UO_0000065,,3.8,Homo sapiens,CHEMBL3311,Low-density lipoprotein receptor
,,751642,[],CHEMBL707778,Concentration at which one-half of the maximum Low density lipoprotein receptor is upregulated in HepG2 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NCc1ccc2c(c1)OCO2,,,CHEMBL1129612,J Med Chem,1996,"{'bei': '15.77', 'le': '0.29', 'lle': '0.59', 'sei': '10.44'}",CHEMBL115992,,CHEMBL115992,6.22,0,http://www.openphacts.org/units/Nanomolar,213828,=,1,1,=,,EC50,nM,,600.0,CHEMBL3311,Homo sapiens,Low-density lipoprotein receptor,9606,,,EC50,uM,UO_0000065,,0.6,Homo sapiens,CHEMBL3311,Low-density lipoprotein receptor
,,752851,[],CHEMBL707778,Concentration at which one-half of the maximum Low density lipoprotein receptor is upregulated in HepG2 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1ccc(C(=O)NCCC2CCCCC2)cc1NC(=O)c1ccc(O)cc1,,,CHEMBL1129612,J Med Chem,1996,"{'bei': '14.98', 'le': '0.28', 'lle': '1.05', 'sei': '7.27'}",CHEMBL115779,,CHEMBL115779,5.70,0,http://www.openphacts.org/units/Nanomolar,213803,=,1,1,=,,EC50,nM,,2000.0,CHEMBL3311,Homo sapiens,Low-density lipoprotein receptor,9606,,,EC50,uM,UO_0000065,,2.0,Homo sapiens,CHEMBL3311,Low-density lipoprotein receptor
