average,sample_weight,SMILES,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69,pca70,pca71,pca72,pca73,pca74,pca75,pca76,pca77,pca78,pca79,pca80,pca81,pca82,pca83,pca84,pca85,pca86,pca87,pca88,pca89,pca90
5.886056647693163,1.0093538704045897,Cc1ccc(NC(=O)CCC2CCCCC2)cc1-c1nc2ccccc2[nH]1,-51.01567338937393,-33.05181193929072,60.10294287774828,-55.942605123348706,-17.973140121383985,20.317009991842294,-44.87087719965372,41.806082642620474,20.761560719544807,38.59872167616863,31.230087144553792,1.4743786755384922,-2.808840123407288,-10.112869991738867,2.9731211801763924,-7.363750300710808,-4.9152465805849435,-1.0767522531029656,-2.59716941885331,-2.5167311687402565,1.9078202524655248,1.1887693577023701,4.074562726381609,2.7772521190580486,-3.73804879779363,1.5464658101226503,1.680829121954349,2.2313101173070273,-1.2085856257820942,-1.371065259781023,0.6472905106307892,-6.047333709542678,3.918493092902391,-0.546252089043858,0.5494568494381761,-5.872330322702895,-7.864692671655589,0.04829526870466077,-3.1114368423950887,0.23312610020153526,2.4662446334302204,-1.1749709173774285,-1.495741320704335,-1.0130234495312584,-2.9189521991535208,-0.883803126259438,0.5934696423229283,8.245267049809835,-1.724558150700575,6.551530480760174,-2.7875840544542894,0.8329524389859669,5.2204716313601685,-3.338239604296385,-5.775565643360128,3.6076747053059797,0.5038559157653166,-0.3843125778269337,-2.202310301789593,1.6627188558262327,0.34655539258467866,-2.193862274944072,4.270596989748286,-2.707965193369415,2.5666291921848066,-4.395560089216705,-0.49275405331021066,-7.9976767909037125,-2.406427043502706,-7.449074963458224,-4.33335078475939,-1.0789993585107986,-0.0666454897956615,-0.7943949267921346,-0.31082605024178983,7.9530933453829284,-12.250479733493213,5.867497145698648,10.227943523522264,17.504431036861746,-0.3445176324431892,-2.59346529548386,8.700479386023694,4.38649193941644,-6.743726194913145,1.8543732021896548,0.05411854970846987,1.8297374336822834,6.917183813384272,-4.934742474199404,3.3806625103297354
5.698970004336019,1.0093538704045897,Cc1ccc(C(=O)NCCC2CCCCC2)cc1NC(=O)c1ccc(O)cc1,-46.74608314330519,-36.557837196159795,80.62548771292724,-49.7083559399533,4.0142611066657645,-4.449265059556502,14.618186197239629,-23.635677703435043,-7.329501194214062,-9.125078148923654,-16.884953687683485,6.163515180196278,-9.120988281146744,-7.832735827821874,-10.555301835944334,-0.292967643939349,-5.768590442395797,4.543389074259366,-5.273529454389142,-10.651887311327378,2.2803449127805147,-2.847386096356445,4.850277517657655,2.425049162450554,6.558023490416099,0.7678386693462544,1.8544413642894568,3.3149785111558643,-12.696637318881741,1.1600595443826973,6.752015337376922,-11.137399653451896,-3.429028092137173,-17.09912634306065,-6.693161357618366,4.945552941760273,37.232115126390134,-5.933788498732688,2.9258537785978036,15.271568968920283,8.769985681467988,-20.695878664153508,-7.816278953629964,-18.458279138309496,-1.5454539112354888,-4.363515605080063,2.234986521420578,0.011625552896668967,-15.962010027936032,2.048266283602876,-5.514136735148347,-6.954792455166335,-17.88945090790845,14.620734761624849,-9.468725606660016,-7.490652379620386,2.9603654827668806,3.0995426568099687,3.4577190908020694,0.366738624339365,-6.978601449762124,0.26990014625126274,12.168304950428169,-7.63686312361895,5.044817766421774,3.217423011328581,-9.594051474349579,4.636132605380052,-1.5828563467615016,-4.96433834674931,2.5420883593853816,-7.45024185128894,6.278963644786306,-5.50385853895287,-3.931704757106046,-2.978959566527554,-5.003201794026928,0.9188132181617477,-1.4236321648414962,-0.25687887608144133,-0.6785926441867619,-2.9234138335875945,0.07050242067456124,-0.8733708175413039,-1.856001373000547,-0.26917011778262784,2.5513847068309343,2.3407047253110354,-0.3766165102299602,0.6619353538990729,1.7639099074049696
5.886056647693163,1.0093538704045897,Cc1ccc2nc(-c3cc(NC(=O)CCC4CCCCC4)ccc3C)[nH]c2c1,-45.360390228569344,-31.164052315792794,61.31314518422249,-55.64006543529328,-19.751144812922,21.24702171187604,-47.68998909052873,47.103132562508264,18.30507003142382,39.121080993134456,33.38180457992888,3.5234901089088706,-6.499802441131934,-5.779673874529114,4.2538471890297025,-0.7899023611250449,-1.9446896367979227,-6.111713180097881,2.2704340071472147,-3.7533690224101424,3.1279945664835425,2.4932251594379733,4.636771405010925,-0.365315850814435,-1.1308257311912548,3.1173902713827166,1.3659083230101665,-1.6376907643665728,-1.614267183977221,-0.5785543638383474,-3.1819707604286904,-1.4376584293430763,-2.895633184844656,5.133692085009904,6.772879857323017,-2.463467193635005,-7.676216133726027,-2.3122708358383695,-2.771326508039937,-3.821562009492216,4.154831882140806,-3.408573809769476,-1.408222495602475,-0.4006804930031129,1.9776186709491825,-5.380121272993796,5.736006072858808,1.223499861712421,-2.2247254227213826,7.676610746873956,-3.5871365074269628,-4.916303245926059,3.4225345116793204,-2.074716629398091,-7.644714659661944,-2.4109562001398723,1.4754678649781918,-3.100652688298774,6.477284622308303,-0.5151489907676139,-0.837508620790066,-3.191178669906645,4.7174680736854055,6.589055373959458,3.5132332875706824,5.529908683238456,-0.9855739944461063,5.955372956666514,-7.0722337385182685,3.141287289863536,10.10279912128329,0.047782429906728506,-0.17072589889676415,4.400759224259237,-1.6487420831907849,-7.217617103252371,7.2907814724977,-2.222065836206898,-1.851599382910916,-6.348972819489425,3.019081872452248,2.1090128196397244,-3.217335547879862,-0.9793545186392035,0.8879885656912593,1.3076973578676683,0.5330723136051605,-1.610691999630889,-0.7680282290691146,1.1580950056211377,-0.44375231528176
5.698970004336019,1.0093538704045897,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccccc1,-53.076715738590806,-41.64783520700324,92.89816285927184,-59.733543853534265,-4.894834969274765,0.7968129225531029,5.742503249641994,-25.122712278477334,-0.9575780927732802,-20.90818329435202,-18.688577013558543,-7.518436987727577,-2.3083286368637785,-1.4940563072267803,-3.649966060691085,-3.9541049121527743,-1.2150158822981412,-5.613372678659562,-5.476770132345103,-5.03073756906273,3.435713628070223,-1.7861448760569019,-1.4911909821390747,-2.5629125212591912,-1.6861406624573714,1.1692057110380998,7.50545006320804,-2.2486641134609484,-0.3743028459506807,-1.1825594881492938,-2.100428461903391,-0.10402336524894303,-1.6175452065089895,6.836566516475124,10.368969480442743,-4.158968110554642,-14.721775167504486,0.9904647287657806,-2.612430350803268,-6.136732571368768,1.0558496662759416,6.2112474209413495,1.4995054056094737,5.646923953744778,0.7947567046975735,3.8315062597918432,-0.1815011468748572,7.425639820235068,0.9226337525312331,-3.8305566341090014,-0.08428098966633457,-1.0529569122442948,3.6430452138725213,3.4649345764177886,-6.599319315496519,0.016722386689165203,-0.460633282652346,2.2327203504233117,-5.539105105457211,-4.226956665583868,-2.765604697714159,-8.312095892175059,1.5622301729763342,2.911317086746482,-2.00488641238878,8.930694922698986,-7.470088228447736,-1.2692529896357485,-4.88949084207601,-4.855633254603063,0.8550174804488835,-1.406154395825115,0.8463583047949825,7.046476976917728,-1.3901188210645412,-0.3839148979729294,-2.3936319523382616,5.492803131265627,4.1873285984817725,8.998639755649682,0.050189973777604945,-1.5873214751389175,3.8014225204944965,6.852098689446945,-2.5001893995782627,1.5860738599777378,1.2563518461142746,3.973869452414568,3.476482059357572,-2.4767426204096297,-0.7324745662632238
6.154901959985743,1.0093538704045897,Cc1ccc(NC(=O)CCC2CCCCC2)cc1/C=C(\C#N)c1ccc2c(c1)OCO2,-47.06028763036018,-18.925174288176606,59.519277568735845,-39.4572165611852,-5.401651731180108,13.839938080606725,2.2230010959544946,4.91522630303732,11.06536977184869,-19.583981167784312,13.824250783742924,4.4681848827304105,25.593057411639922,22.355753721039164,34.2439983142781,28.378622880031973,18.79713736990801,-3.2435097320942963,27.807587948984104,48.599410363284,-23.667525756009315,23.03553832212131,-5.52697746641497,-3.411606834033937,-15.389514819028244,-32.22223111092443,-15.331612484554908,9.637140630638081,8.546202204755946,0.27391076035788214,-12.91111163911965,10.858519041835098,1.899666642698067,-7.3955723545098335,2.7688291397349594,0.5886443101170267,16.14243037264427,-2.125904978265155,-1.977533671027441,9.28851845217969,0.6557245252603581,-5.100671703835115,-0.0124900558910399,0.620447398270742,-2.8921703005840365,0.6655635005983864,1.8766141245390622,-3.7951279581417707,1.0472946280307018,-4.309880822089528,-1.5669165635638926,-1.0464630098600427,-5.3413087237061285,-0.8835516646231096,-2.7942878475902435,9.806581502468731,4.242418715192156,2.9564073269379167,-2.2646061347872313,-8.689194873735785,2.7590080764726292,0.24914469860926866,-4.263715728545184,11.435269128252035,-0.2751320534659031,7.604665330897709,4.743653360617447,2.7164988170038784,-1.7791854747966263,-3.420788089386041,-1.9918110830223061,5.850791197652739,3.3051969227263194,13.383661669105221,4.3240856055559895,-3.3278178734785393,-5.540647816445417,2.926533107148632,-2.501238458556207,0.23180020121701145,-5.049595957465225,-1.7859149425516916,-0.31896491880148975,3.3381732499074785,-1.5674930761435886,1.5052766618629343,-1.756438320655641,1.5814027856893291,-1.2033798660725765,3.3043209131167575,2.0860887170901417
6.154901959985743,1.0093538704045897,Cc1ccc(NC(=O)CCC2CCCCC2)cc1-c1nc2ccc(O)cc2[nH]1,-51.03567761610937,-28.482361611320478,62.463151210941604,-52.6460740101446,-15.830009399998902,17.693490061252696,-46.55824784988854,38.40844619310736,22.617288348709344,46.14794908975204,37.30158285452052,3.227410305210445,-4.211243634882953,-10.039000623820552,-2.73477089089009,2.18159892191896,-7.640924526694649,6.503857561389243,1.3597633674145362,-8.38132977149444,3.6024462800845165,-0.7634529928995532,3.045712210272013,3.60506842031001,3.4133700902336144,1.7792404451053356,3.2727507323512377,0.1811612864295739,-1.5646531861182869,1.2721621427039689,4.050145312901883,-1.082824713942913,-1.5675578162270234,-3.0442215410686946,-7.302088000697866,3.3292565497151076,10.163003693037735,3.3442942848446306,1.9574185037580862,1.1714131215052772,-5.409122679020905,2.762928971769494,-0.973622225661693,2.3410335966322235,0.757739623617467,3.5091220950002,-4.845120171014831,-5.4941003798972385,3.9987322452961496,-11.198048447903258,7.15066289018039,3.450915095050124,-7.5737063934495366,3.4821139809970707,8.93247328120364,2.416147735646553,-3.0747263266394884,5.625264060936966,-5.747870372306734,-0.8663366424315913,1.8641816369228301,5.736690084423342,-6.424033660119232,-3.4744276392787277,-4.8805572423462245,-2.1244763770940915,2.1433066004611976,-0.26072763472017907,6.56022259017896,0.7119274478980683,-8.333851927894445,1.0975437116690594,1.3744085345623966,-4.2888701574908294,1.5238730448559248,3.1668939647496748,-1.8232943487456095,-0.9187437112308948,-1.7085246246307066,-0.4953268055178144,-3.619839925948661,-0.24296594082158854,-1.515165616595899,-1.149016368083765,1.9068068854118818,-0.2980197560041901,-0.5197080098909523,0.5961960027499785,-2.6976336810779906,1.7973109404062773,-0.9681626664902584
6.0,1.0093538704045897,Cc1ccc(NC(=O)CCC2CCCCC2)cc1/C=C(\C#N)c1cccnc1,-47.29436850625728,-35.59653954747414,58.04720085199302,-45.35792783445106,-11.991865068431037,8.865864501301,-14.222604856712472,10.671329462761806,9.424668150604699,-17.0813384491077,-1.9857262118423724,-25.80316907615372,6.2847041074239725,24.624054944143953,23.610508760535968,10.496039170955477,12.05806134732245,-4.103743215310334,-2.2533622894272423,46.592486857172815,-28.563422596810113,35.09874189007721,-11.56445466958139,15.937080935896663,-11.526546702591911,-1.0368401694590357,-11.21487273245141,8.382732266497767,-9.491695749236891,-3.6815513734045258,8.55484075669579,-18.394588710477166,-8.765862071990364,10.674249598818061,1.720121346602365,9.081529972100565,-5.7916525010677,6.093432857842013,-5.002401500640342,9.882547877692257,16.971217981000212,15.555655277969823,16.98176916200269,-0.9180751197591306,2.489117792678275,0.8048448355587723,-5.92530215991355,1.771185259278776,-4.763538930354763,-3.79274380055746,0.6742455213131895,4.5882083526193504,-2.878424026964528,2.5721006774490864,3.7718818378577845,-2.8272606302731726,-1.3775346092346143,-2.613640200441592,-3.4611785708711484,5.859852840109144,-6.404857928948905,1.852844364880566,8.073594008545784,-10.522794436016861,1.4906961794952642,-9.143309273706128,-0.8155708670987125,-5.055558600523926,3.503603190692612,1.4876064173974786,2.5825929582303275,-8.957833092759747,0.41574093466681056,-9.409059046823275,-2.6365904100610726,2.7093191402415746,4.848118203543018,-1.8054886232609002,1.8383434681263109,-2.5653649377009193,6.668061912322793,1.991789385565771,-1.5970797939279595,-3.251437881254162,0.3065239754817697,-0.6070606440827976,1.4675313262649687,-2.8583839404300635,1.2524823331344141,-4.049957797420342,-3.3180654218069323
5.769551078621726,1.0093538704045897,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(O)cc1,-57.265252957111706,-37.727635879928364,95.00914443870073,-55.65460129347163,-1.065578762297203,-1.3698790594385113,6.370711894021787,-27.334738600832473,-3.8078598488799504,-14.837947855240198,-19.628651552565834,4.059289151259817,-2.2509286614536705,-4.025503688302742,-7.131001880769679,2.7407835392359656,-3.8671840341992536,3.197840409207754,2.656828249515684,-16.247789721251277,5.231440494452677,-9.675332056168767,0.8001523194488028,-2.051337174016854,3.1594981148566976,-3.4934469728932904,6.7480622099234955,4.727563279483389,7.347767525165353,1.887311604587743,-2.048913313715345,0.2821571336216225,1.1626822376186947,-2.620797045971288,1.053073675781902,5.445469401138029,2.169380264282686,-1.8131146793858286,0.9370588994085908,8.42468221221013,6.225736763022558,4.988073654406663,3.8832595666426557,0.790454185718448,1.305691755596264,3.3042754500354454,2.045642461657827,-3.7753715415451183,2.6640612658651674,-1.434584197266225,-0.8073962833385724,-1.3659068368970388,2.9080672812674853,-2.2803036923129274,3.182550538401428,0.8041192183558173,-2.748097413124854,0.870932052113555,-2.568979189103465,-0.8665264455216735,-0.9945207570091227,-0.303112706035821,3.3988822342034646,2.8541382093641814,0.0346117096549952,-3.6140305056979276,5.405836098916667,-2.277475161187401,-1.4236295900786249,-0.5145694174959778,3.0171026741969555,-0.6462358467543496,-0.913759547884655,-3.9848472428359343,0.6316735479814525,-1.5904100672849342,-2.836145392707637,-2.6796125917236173,-0.33159736350553576,-0.9916323675825006,-5.91439079292527,-0.7357148562888073,-3.7942485667425654,1.2128988923327848,-1.972478161712203,0.47007181904034845,2.9620205424723474,-4.713528766931005,-7.351014533126117,-1.0936795313387033,5.419153144147789
5.42021640338319,1.0093538704045897,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(N)cc1,-56.632516639370905,-37.2301780207965,91.69530774950825,-55.97835362175645,-4.28324267004466,3.739704868769704,4.332831784982135,-24.96801298347357,-4.411152650132853,-17.406188828920275,-18.928285977299893,-1.4939516734881126,-5.274791664228523,1.5734571110115283,-4.4269994614040815,-2.3526532549656864,4.199608315532976,-6.4393972305433,-2.3754359662461524,-8.93377240838405,5.195676405088327,-5.427375954759607,2.903333178085791,-5.710417751356734,-3.1907325391852734,2.231907202265789,10.252807511645987,0.15544237973048977,9.188460963756253,-2.584361073270609,2.494615828566637,2.2776108694052906,3.5485707424696638,6.734522735945383,2.7443309855154108,-1.386089872236049,-19.73620671059945,-0.6474676883814567,-1.562026660690689,1.2699615917371943,2.570830069576014,4.090075716210802,1.8056979249411498,5.783164248686897,-1.5020802602353216,0.7977213820134638,0.606072969117894,0.012239847423421027,-9.351682646514815,0.08670479748175125,-2.998538293619849,0.9143901847128676,-1.9490307795960735,-3.2928785039321906,-8.055640700837149,-1.084031188631697,-1.317037399359529,0.33089152859786497,3.0153509168878267,-4.26849298365382,-3.7363563309585777,-9.32255331023095,12.454201795844071,-4.652425454613948,2.707401508049234,-4.322668720169365,-0.4160916058190299,-3.7059473218365175,-0.16815475981694775,3.229075509741176,-12.670214234788098,7.655684606555824,1.538259950326921,1.1288177041871654,5.721522116619908,4.831633280346423,-9.875437586485258,-8.527245726881485,-1.4305812309838417,-12.047907197231458,-18.192605719836127,2.4996035101401066,-7.83873448779437,-2.5700376982453745,-1.8090895554864825,2.934799508135805,-8.542300268820417,-0.7532423866702852,1.2288132245643588,0.643010862902244,-4.911615534593565
5.119186407719209,1.0093538704045897,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(CO)cc1,-55.91850396454045,-36.13718515214315,93.73845546654458,-49.216922490943816,-2.292311959657742,-0.7884082412136558,7.662929275126841,-27.814319475279426,0.6207740880752142,-14.54609620550244,-16.50710450176079,1.0688390826068999,-10.96729496628134,2.610938886914028,-3.561383418379813,-7.317854765622933,-3.320630483825391,1.8695257474686753,6.837990164832368,-12.301736472854301,7.814014719179076,-12.99748637479208,-2.3909337947867395,-2.314282479741316,1.3599489284063133,-11.04446110667507,8.335512939936775,0.293450021138787,5.05138166686386,1.8430588248991748,-4.746569040228327,-0.18971731591753715,-1.4458584537436687,1.97204266823361,-2.355774084858059,3.4886564596982312,-2.221577407872112,-4.937841424153848,8.467090916315561,-1.2903479163153495,-2.4289033429235873,4.559993634993392,4.8945360195446685,0.83049911390287,3.1837086800989725,-0.582063076763785,-1.316867233576326,3.2510738803844816,-10.42985763695774,-0.04039226041863793,-4.703760645791768,0.7615206724941326,-5.0584340281002875,0.7412880201169464,-1.716785995855056,8.014518309851557,-2.4190002492585183,1.565114123583383,-9.398151356647627,1.3714509993125144,-3.363155723056866,-5.516449649596378,0.29378093171982167,13.876836070560717,6.277793124307781,0.5018648624985637,6.165510925317381,-3.6256872159522833,-5.202106811236112,-0.11958018822184718,-9.956925467142705,10.304213545887627,6.956215926502429,-6.445929320161725,13.156429067712887,8.20589966649592,12.238275525829428,0.4784516257484818,-12.341560081152814,6.269720631488388,17.553592192214722,3.357415641139575,2.2096975377665555,-4.992027835186479,1.6759159332582891,-0.2350013812023392,1.1200329379395804,-3.5713742419337686,1.5228455334897169,-0.14041977834366764,2.0915767753245684
