Top Features Contributing to 20% of Performance
================================================================================
Model: MLP_Deep
Family: nn
Endpoint: pEC50
Species: mus_musculus
Total Features: 2647
Top Features Count: 167
Cumulative Importance: 0.1994
================================================================================

                    feature  importance  importance_normalized  cumulative
        FP_AtomPair1024_361    0.007925               0.001038    0.147942
                GETAWAY_103    0.007925               0.001038    0.148981
                 GETAWAY_95    0.007905               0.001036    0.150016
                     WHIM_8    0.007866               0.001031    0.151047
                   MORSE_63    0.007850               0.001028    0.152076
              Sol_ESOL_LogS    0.007849               0.001028    0.153104
                  MORSE_142    0.007841               0.001027    0.154131
                    WHIM_55    0.007832               0.001026    0.155157
        FP_AtomPair1024_397    0.007820               0.001025    0.156182
                    RDF_123    0.007799               0.001022    0.157204
                GETAWAY_251    0.007784               0.001020    0.158224
                    AC3D_73    0.007768               0.001018    0.159241
            FP_RDKit512_454    0.007744               0.001015    0.160256
        FP_AtomPair1024_709    0.007726               0.001012    0.161269
            FP_RDKit512_506    0.007692               0.001008    0.162276
       FP_Morgan1024_r2_628    0.007682               0.001007    0.163283
                    AC2D_64    0.007633               0.001000    0.164283
                    AC3D_40    0.007606               0.000997    0.165280
              RDKit2D_Chi0n    0.007598               0.000996    0.166275
                     AC2D_9    0.007591               0.000995    0.167270
       FP_Morgan1024_r2_275    0.007579               0.000993    0.168263
        FP_AtomPair1024_861    0.007578               0.000993    0.169256
            FP_RDKit512_281    0.007576               0.000993    0.170248
            FP_RDKit512_435    0.007565               0.000991    0.171239
                RDKit2D_Ipc    0.007541               0.000988    0.172227
                  MORSE_222    0.007511               0.000984    0.173212
                  MORSE_182    0.007509               0.000984    0.174195
           RDKit2D_SMR_VSA1    0.007496               0.000982    0.175178
                    AC2D_36    0.007489               0.000981    0.176159
     FP_TopoTorsion1024_596    0.007486               0.000981    0.177140
     FP_TopoTorsion1024_553    0.007481               0.000980    0.178120
                    AC3D_41    0.007473               0.000979    0.179099
        FP_AtomPair1024_368    0.007469               0.000979    0.180078
            FP_RDKit512_265    0.007467               0.000978    0.181056
                    AC3D_50    0.007449               0.000976    0.182032
               FP_MACCS_122    0.007449               0.000976    0.183008
                    AC2D_85    0.007448               0.000976    0.183984
          RDKit2D_PEOE_VSA2    0.007444               0.000975    0.184959
             FP_RDKit512_75    0.007437               0.000974    0.185933
       FP_Morgan1024_r2_428    0.007430               0.000974    0.186907
       FP_Morgan1024_r2_968    0.007425               0.000973    0.187880
            FP_RDKit512_182    0.007394               0.000969    0.188849
  FP_MorganFeat1024_r2_1016    0.007394               0.000969    0.189817
            FP_RDKit512_463    0.007391               0.000968    0.190786
        FP_AtomPair1024_344    0.007377               0.000967    0.191752
        FP_AtomPair1024_675    0.007359               0.000964    0.192717
       FP_Morgan1024_r2_914    0.007356               0.000964    0.193680
         FP_AtomPair1024_21    0.007346               0.000962    0.194643
                GETAWAY_233    0.007322               0.000959    0.195602
            FP_RDKit512_203    0.007275               0.000953    0.196555
                  MORSE_193    0.007254               0.000950    0.197506
                 Shape_SASA    0.007236               0.000948    0.198454
                  MORSE_171    0.007186               0.000942    0.199395
