Top Features Contributing to 20% of Performance
================================================================================
Model: MLP_Medium
Family: nn
Endpoint: pEC50
Species: mus_musculus
Total Features: 2647
Top Features Count: 179
Cumulative Importance: 0.1997
================================================================================

                 feature  importance  importance_normalized  cumulative
                 AC2D_20    0.006493               0.001010    0.139694
               GETAWAY_0    0.006468               0.001006    0.140700
     RDKit2D_VSA_EState3    0.006464               0.001005    0.141705
      FP_AtomPair1024_93    0.006463               0.001005    0.142710
         FP_RDKit512_431    0.006461               0.001005    0.143715
     FP_AtomPair1024_902    0.006445               0.001002    0.144718
                AC2D_187    0.006436               0.001001    0.145719
                MORSE_41    0.006431               0.001000    0.146719
    FP_Morgan1024_r2_325    0.006400               0.000995    0.147714
     FP_AtomPair1024_477    0.006391               0.000994    0.148708
          FP_RDKit512_26    0.006391               0.000994    0.149702
             GETAWAY_259    0.006386               0.000993    0.150696
                 AC2D_97    0.006367               0.000990    0.151686
                 AC3D_13    0.006355               0.000988    0.152674
     FP_AtomPair1024_621    0.006333               0.000985    0.153659
             FP_MACCS_79    0.006329               0.000984    0.154644
                 WHIM_29    0.006326               0.000984    0.155628
               GETAWAY_2    0.006226               0.000968    0.156596
                 AC3D_54    0.006221               0.000968    0.157564
         FP_RDKit512_241    0.006216               0.000967    0.158530
     FP_AtomPair1024_242    0.006208               0.000966    0.159496
      FP_AtomPair1024_23    0.006203               0.000965    0.160461
              GETAWAY_61    0.006199               0.000964    0.161425
                 AC3D_45    0.006191               0.000963    0.162388
      FP_AtomPair1024_92    0.006188               0.000963    0.163350
     FP_AtomPair1024_372    0.006173               0.000960    0.164310
             USR_fct_Var    0.006150               0.000957    0.165267
               MORSE_212    0.006138               0.000955    0.166222
    FP_Morgan1024_r2_206    0.006134               0.000954    0.167176
         FP_RDKit512_457    0.006094               0.000948    0.168123
                MORSE_80    0.006086               0.000947    0.169070
     FP_Morgan1024_r2_43    0.006079               0.000945    0.170015
                AC2D_125    0.006067               0.000944    0.170959
               MORSE_168    0.006063               0.000943    0.171902
          FP_RDKit512_15    0.006057               0.000942    0.172844
               MORSE_209    0.006054               0.000942    0.173786
                 AC3D_50    0.006051               0.000941    0.174727
        RDKit2D_SMR_VSA5    0.006049               0.000941    0.175668
     FP_AtomPair1024_853    0.006041               0.000940    0.176607
                 AC3D_18    0.006033               0.000938    0.177546
               MORSE_219    0.006032               0.000938    0.178484
          RDKit2D_fr_NH1    0.006031               0.000938    0.179422
    FP_Morgan1024_r2_659    0.006030               0.000938    0.180360
     FP_AtomPair1024_373    0.006028               0.000938    0.181297
             GETAWAY_219    0.006009               0.000935    0.182232
                 AC2D_48    0.006007               0.000934    0.183166
               MORSE_199    0.005996               0.000933    0.184099
     FP_AtomPair1024_806    0.005991               0.000932    0.185031
              EState_Sum    0.005985               0.000931    0.185961
                 AC3D_74    0.005974               0.000929    0.186891
     FP_AtomPair1024_172    0.005973               0.000929    0.187820
     FP_AtomPair1024_112    0.005972               0.000929    0.188749
         FP_RDKit512_478    0.005964               0.000928    0.189676
                  RDF_35    0.005949               0.000925    0.190601
                AC2D_135    0.005916               0.000920    0.191522
                AC2D_156    0.005886               0.000915    0.192437
     FP_Morgan1024_r2_94    0.005882               0.000915    0.193352
                 AC2D_86    0.005874               0.000914    0.194266
    FP_Morgan1024_r2_389    0.005874               0.000914    0.195179
         FP_RDKit512_221    0.005866               0.000912    0.196091
      FP_AtomPair1024_33    0.005861               0.000912    0.197003
               MORSE_198    0.005856               0.000911    0.197914
              GETAWAY_75    0.005830               0.000907    0.198821
                AC2D_105    0.005817               0.000905    0.199725
