SMILES,MORSE_192,AC2D_91,AC2D_89,RDF_187,AC2D_93,AC2D_95,AC2D_92,RDF_185,RDF_184,RDKit2D_EState_VSA4,MORSE_197,RDKit2D_SMR_VSA10,GETAWAY_128,RDKit2D_EState_VSA2,RDF_35,GETAWAY_258,FP_TopoTorsion1024_816,FP_AtomPair1024_19,RDKit2D_VSA_EState7,RDKit2D_NumAmideBonds,FP_TopoTorsion1024_532,RDKit2D_PEOE_VSA13,AC3D_47,FP_MACCS_89,GETAWAY_203,FP_RDKit512_400,FP_Morgan1024_r2_314,FP_RDKit512_38,FP_MACCS_65,FP_TopoTorsion1024_520,GETAWAY_209,FP_RDKit512_210,RDKit2D_fr_imide,FP_RDKit512_160,GETAWAY_113,FP_Morgan1024_r2_556,MORSE_41,FP_RDKit512_288,AC3D_48,FP_AtomPair1024_685,FP_RDKit512_5,FP_MorganFeat1024_r2_349,AC2D_186,AC2D_34,FP_RDKit512_134,FP_RDKit512_509,FP_AtomPair1024_1001,AC2D_2,FP_RDKit512_207,FP_RDKit512_506,RDKit2D_VSA_EState4,FP_RDKit512_0,Phys_Count_Neg_Atoms,AC3D_78,Phys_Count_Pos_Atoms,Pharm2D_Gobbi_69,RDF_94,AC3D_46,AC2D_68,FP_RDKit512_29,GETAWAY_150,FP_MorganFeat1024_r2_713,FP_RDKit512_281,AC3D_7,FP_RDKit512_87,Ion_BasicNitrogenCount,FP_MorganFeat1024_r2_131,RDKit2D_BCUT2D_CHGHI,FP_RDKit512_290,FP_MACCS_140,FP_AtomPair1024_94,FP_RDKit512_172,RDKit2D_fr_Al_COO,FP_Morgan1024_r2_62,RDKit2D_fr_Al_OH,MORSE_38,AC2D_69,FP_Morgan1024_r2_968,FP_AtomPair1024_957,FP_AtomPair1024_93,FP_RDKit512_30,FP_AtomPair1024_437,FP_MACCS_117,GETAWAY_55,FP_RDKit512_416,FP_RDKit512_415,FP_RDKit512_503,RDKit2D_BCUT2D_MRLOW,FP_Morgan1024_r2_255,FP_RDKit512_241,FP_RDKit512_374,FP_MACCS_101,average,sample_weight
O=C(O)Cc1cc(Cl)cc(OCCC2(N3CCCC3)CCN(c3nc4ccc(C(F)(F)F)nc4s3)CC2)c1,4621.046,133.725,193.485,84.288,100.961,127.267,101.09,76.379,70.137,64.3495,-6.825,44.385685,9.914,11.959747,7.948,6.232,1.0,0.0,0.2779211,0.0,0.0,0.0,0.483,0.0,1.211,1.0,0.0,1.0,1.0,1.0,23.513,0.0,0.0,1.0,31.886,0.0,1.282,1.0,0.492,0.0,1.0,1.0,0.499,4.256,1.0,0.0,0.0,4.379,0.0,0.0,0.122136764,1.0,10.0,0.58,8.0,1.0,10.073,0.404,0.576,0.0,0.85,0.0,1.0,0.576,0.0,4.0,1.0,2.4110575,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.75,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.0,0.0,-0.14063427,0.0,0.0,0.0,1.0,7.744727494896693,1.0152416625478935
CC1CCCN1C1(CCOc2cc(Cl)cc(CC(=O)O)c2)CCN(c2nc3ccc(Cl)cc3s2)CC1,3085.688,79.032,77.907,46.996,73.985,60.344,57.333,43.628,13.904,59.267548,12.622,55.85615,8.027,11.959747,7.384,4.304,1.0,0.0,5.423115,0.0,0.0,0.0,0.635,0.0,1.101,1.0,0.0,1.0,1.0,1.0,20.089,0.0,0.0,1.0,26.287,0.0,0.419,1.0,0.66,0.0,1.0,1.0,0.613,4.131,1.0,0.0,0.0,4.328,0.0,0.0,1.7309355,1.0,6.0,0.715,4.0,1.0,6.716,0.521,0.334,0.0,0.782,0.0,1.0,0.669,0.0,3.0,1.0,2.4322615,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.664,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.0,0.0,0.0,-0.13572939,0.0,0.0,0.0,1.0,7.657577319177793,1.0152416625478935
CCCCC1(CCOc2cc(CC(=O)O)ccc2Cl)CCN(c2nc3ccc(Cl)cc3s2)CC1,2777.124,66.95,73.826,65.113,58.635,61.421,62.425,50.65,24.076,52.72279,14.46,55.85615,5.872,11.835813,4.432,3.854,1.0,0.0,6.6692934,0.0,0.0,0.0,0.541,0.0,1.195,1.0,0.0,1.0,1.0,1.0,20.311,0.0,0.0,1.0,25.314,0.0,0.431,1.0,0.538,0.0,1.0,1.0,0.497,4.039,1.0,0.0,0.0,4.294,0.0,0.0,1.9288306,1.0,5.0,0.58,4.0,1.0,6.156,0.512,0.291,0.0,0.775,0.0,1.0,0.557,0.0,2.0,1.0,2.3448215,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.433,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,-0.13572973,0.0,0.0,0.0,1.0,7.698970004336019,1.0152416625478935
O=C(O)Cc1cc(Cl)cc(OCCC2(N3CCOCC3)CCN(c3nc4ccc(C(F)(F)F)cc4s3)CC2)c1,5063.806,138.147,200.201,105.092,109.483,135.507,113.225,25.911,25.517,56.639416,-7.154,44.25521,10.959,11.959747,3.955,6.527,1.0,0.0,-2.0593662,0.0,0.0,0.0,0.498,0.0,1.329,1.0,0.0,1.0,1.0,1.0,23.485,0.0,0.0,1.0,31.988,0.0,1.833,1.0,0.527,0.0,1.0,1.0,0.442,4.274,1.0,0.0,0.0,4.406,0.0,0.0,0.37282377,1.0,10.0,0.624,5.0,1.0,8.566,0.41,0.658,0.0,0.84,0.0,1.0,0.592,0.0,3.0,1.0,2.4069786,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.765,0.807,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0.0,0.0,0.0,-0.13751914,0.0,0.0,0.0,1.0,6.920818753952375,1.0152416625478935
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21,4528.528,172.389,126.011,51.427,176.409,152.146,177.853,97.97,36.896,28.59911,-3.198,28.352514,9.497,23.785278,9.112,7.632,1.0,0.0,1.0832542,1.0,0.0,5.90718,0.559,0.0,1.389,1.0,0.0,1.0,1.0,1.0,21.747,1.0,0.0,1.0,24.817,0.0,1.398,1.0,0.409,0.0,1.0,1.0,0.623,4.248,1.0,1.0,0.0,4.246,0.0,1.0,1.9640156,1.0,7.0,0.504,5.0,0.0,7.502,0.593,0.647,0.0,0.937,0.0,1.0,0.714,0.0,1.0,1.0,2.373059,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.973,0.742,0.0,0.0,0.0,0.0,0.0,1.0,0.252,0.0,1.0,0.0,-0.13969044,0.0,0.0,0.0,1.0,6.818156412055227,1.0152416625478935
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccc(F)cc21,5071.275,193.706,139.414,56.246,215.773,186.892,211.117,106.868,34.337,12.132734,-2.881,28.352514,9.147,17.681313,10.048,6.837,1.0,0.0,0.9337555,1.0,0.0,5.90718,0.528,0.0,1.344,1.0,0.0,1.0,1.0,1.0,21.94,1.0,0.0,1.0,26.276,0.0,1.64,1.0,0.405,1.0,1.0,1.0,0.597,4.291,1.0,1.0,0.0,4.29,0.0,1.0,0.9830458,1.0,8.0,0.52,6.0,0.0,7.73,0.56,0.821,0.0,0.865,0.0,1.0,0.717,0.0,1.0,1.0,2.3752935,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.238,0.923,0.0,0.0,0.0,0.0,0.0,1.0,0.243,0.0,1.0,0.0,-0.13969113,0.0,0.0,0.0,1.0,6.950781977329818,1.0152416625478935
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,4798.169,150.692,100.126,96.754,157.109,126.848,137.912,87.036,51.871,61.48474,0.004,28.352514,10.088,12.011147,9.149,5.571,1.0,0.0,2.2850513,1.0,0.0,5.90718,0.479,0.0,1.146,1.0,0.0,1.0,1.0,1.0,21.868,0.0,0.0,1.0,29.048,0.0,1.582,1.0,0.408,0.0,1.0,0.0,0.725,4.342,1.0,0.0,0.0,4.34,0.0,1.0,3.089688,1.0,8.0,0.467,4.0,1.0,9.23,0.474,0.445,0.0,0.834,0.0,1.0,0.557,0.0,2.0,1.0,2.372556,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.874,0.648,0.0,0.0,0.0,0.0,1.0,1.0,0.234,0.0,0.0,0.0,-0.13969184,0.0,0.0,0.0,1.0,6.96657624451305,1.0152416625478935
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,4699.416,149.809,100.076,76.729,158.428,121.55,135.094,91.493,52.518,49.31441,5.378,28.352514,10.725,12.011147,9.221,6.941,1.0,0.0,1.3522087,1.0,0.0,5.90718,0.481,0.0,1.34,1.0,0.0,1.0,1.0,1.0,23.084,0.0,0.0,1.0,29.456,0.0,0.973,1.0,0.395,0.0,1.0,0.0,0.719,4.33,1.0,0.0,0.0,4.328,1.0,1.0,3.077373,1.0,8.0,0.459,5.0,1.0,9.292,0.508,0.457,0.0,0.972,0.0,1.0,0.57,0.0,2.0,1.0,2.3725376,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.909,0.691,0.0,0.0,1.0,0.0,1.0,1.0,0.2,0.0,0.0,0.0,-0.13969173,0.0,0.0,0.0,1.0,6.721246399047171,1.0152416625478935
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21,5354.138,172.32,119.085,82.309,166.121,158.989,151.788,83.362,48.66,50.21853,-2.026,28.352514,11.482,23.401472,8.232,6.14,1.0,0.0,2.1143632,1.0,0.0,5.90718,0.478,0.0,1.143,1.0,0.0,1.0,1.0,1.0,20.997,0.0,0.0,1.0,29.748,0.0,1.571,1.0,0.424,0.0,1.0,1.0,0.696,4.381,1.0,0.0,0.0,4.38,0.0,1.0,2.10821,1.0,9.0,0.494,5.0,1.0,10.126,0.471,0.585,0.0,0.826,0.0,1.0,0.584,0.0,2.0,1.0,2.3742661,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.862,0.751,0.0,0.0,0.0,0.0,1.0,1.0,0.21,0.0,1.0,0.0,-0.13969247,0.0,0.0,0.0,1.0,7.2839966563652,1.0152416625478935
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21,5249.718,170.739,118.55,58.813,168.177,153.174,149.319,93.438,39.225,43.79771,4.304,28.352514,11.556,23.401472,9.397,5.955,1.0,0.0,1.20271,1.0,0.0,5.90718,0.448,0.0,1.218,1.0,0.0,1.0,1.0,1.0,22.555,0.0,0.0,1.0,29.676,0.0,1.896,1.0,0.379,0.0,1.0,1.0,0.691,4.37,1.0,0.0,0.0,4.368,1.0,1.0,2.095895,1.0,9.0,0.447,6.0,1.0,9.501,0.481,0.599,0.0,0.86,0.0,1.0,0.559,0.0,2.0,1.0,2.3742466,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.993,0.788,0.0,0.0,1.0,0.0,1.0,1.0,0.232,0.0,1.0,0.0,-0.13969234,0.0,0.0,0.0,1.0,6.72584215073632,1.0152416625478935
O=C(O)Cc1ccc(COc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,8046.537,117.195,182.776,165.868,119.942,109.652,121.858,163.346,62.767,28.320173,-4.538,16.87223,20.359,18.544405,12.324,10.695,1.0,0.0,-2.5462394,0.0,0.0,0.0,0.466,0.0,1.203,1.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,1.0,30.922,0.0,2.49,1.0,0.456,0.0,1.0,1.0,0.869,4.248,1.0,0.0,0.0,4.253,0.0,0.0,3.9227078,1.0,7.0,0.542,5.0,1.0,7.372,0.47,0.558,0.0,0.863,0.0,1.0,0.578,0.0,1.0,1.0,2.3334005,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.577,0.483,0.0,0.0,0.0,1.0,0.0,0.0,0.238,0.0,0.0,0.0,-0.13680428,0.0,0.0,1.0,1.0,7.259637310505756,1.0152416625478935
O=C(O)Cc1ccc(CNc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,8234.917,122.43,186.721,157.503,131.75,123.745,127.798,129.519,77.884,45.13446,11.309,22.559616,20.484,11.937522,9.976,10.949,1.0,0.0,-2.4726691,0.0,0.0,0.0,0.481,0.0,1.234,1.0,0.0,1.0,1.0,1.0,24.414,0.0,0.0,1.0,31.511,0.0,2.092,1.0,0.47,0.0,1.0,1.0,0.874,4.253,1.0,0.0,0.0,4.244,0.0,0.0,5.053451,1.0,7.0,0.553,4.0,1.0,8.902,0.483,0.484,0.0,0.897,0.0,1.0,0.585,0.0,2.0,1.0,2.3332603,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.746,0.393,0.0,0.0,1.0,1.0,0.0,0.0,0.226,1.0,0.0,0.0,-0.13680422,1.0,1.0,0.0,1.0,7.481486060122112,1.0152416625478935
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,8953.556,277.125,372.977,150.87,159.575,300.561,186.328,146.622,190.447,12.132734,-12.73,15.710677,34.947,16.43795,18.504,35.133,0.0,0.0,-17.52552,0.0,1.0,15.624342,0.321,0.0,1.743,0.0,0.0,0.0,0.0,0.0,27.197,1.0,0.0,0.0,31.194,0.0,2.04,1.0,0.267,0.0,1.0,0.0,1.371,4.326,0.0,1.0,0.0,4.46,0.0,1.0,-7.927737,0.0,13.0,0.555,7.0,0.0,14.818,0.324,1.99,0.0,1.199,0.0,0.0,0.588,1.0,0.0,0.0,2.7094429,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.906,1.388,0.0,1.0,1.0,1.0,1.0,1.0,0.213,1.0,0.0,0.0,-0.3757727,0.0,1.0,0.0,0.0,6.309803919971486,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)cc(CCC)c1OCCCCN1C(=O)NC(C)(c2ccc(OC(C)C)cc2)C1=O,8684.09,465.319,341.309,148.033,312.131,286.994,248.596,169.232,179.275,4.8999095,-20.995,11.938294,41.611,48.973663,23.692,21.165,0.0,1.0,-10.303275,3.0,1.0,11.50823,0.276,1.0,1.636,0.0,1.0,0.0,0.0,0.0,26.927,1.0,1.0,0.0,37.746,1.0,3.259,0.0,0.278,1.0,0.0,0.0,1.177,4.61,0.0,1.0,1.0,4.64,1.0,1.0,-6.776288,0.0,13.0,0.355,10.0,0.0,17.856,0.271,1.23,1.0,1.063,1.0,0.0,0.421,1.0,0.0,0.0,2.7116086,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.086,1.407,1.0,1.0,1.0,1.0,1.0,1.0,0.187,1.0,1.0,1.0,-0.375801,1.0,1.0,1.0,0.0,5.950781977329818,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1Oc1cccc(CCN2C(=O)NC(C)(c3ccc(OC(C)C)cc3)C2=O)c1,11023.073,396.865,337.594,312.172,229.268,220.947,198.209,158.662,154.11,10.966277,-22.487,11.938294,47.303,42.55284,19.517,23.377,0.0,1.0,-11.36931,3.0,1.0,11.50823,0.32,1.0,1.645,0.0,1.0,0.0,0.0,0.0,27.82,1.0,1.0,0.0,39.612,1.0,2.947,0.0,0.321,1.0,0.0,0.0,1.296,4.629,0.0,1.0,1.0,4.659,1.0,1.0,-6.4296637,0.0,13.0,0.41,11.0,0.0,15.685,0.295,1.167,1.0,1.095,1.0,0.0,0.439,1.0,0.0,0.0,2.710593,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.529,1.191,1.0,1.0,1.0,1.0,1.0,1.0,0.176,1.0,1.0,1.0,-0.37579116,1.0,1.0,1.0,0.0,5.539102157243452,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1Oc1ccc(CCN2C(=O)NC(C)(c3ccc(OC(C)C)cc3)C2=O)c(C)c1,10828.785,419.094,344.195,211.559,241.381,231.043,204.406,168.905,137.221,22.09318,-28.796,11.938294,34.353,36.13202,19.635,27.111,0.0,1.0,-11.244339,3.0,1.0,11.50823,0.344,1.0,1.827,0.0,1.0,0.0,0.0,0.0,27.476,1.0,1.0,0.0,39.928,1.0,3.231,0.0,0.337,1.0,0.0,0.0,1.25,4.658,0.0,1.0,1.0,4.687,1.0,1.0,-5.4993663,0.0,13.0,0.424,11.0,0.0,14.247,0.322,1.146,1.0,1.151,1.0,0.0,0.451,1.0,0.0,0.0,2.71062,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.897,1.196,1.0,1.0,1.0,1.0,1.0,1.0,0.153,1.0,1.0,1.0,-0.37579128,1.0,1.0,1.0,0.0,5.503070351926786,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)cc(CCC)c1OC/C=C/CN1C(=O)NC(C)(c2ccc(OC(C)C)cc2)C1=O,9493.106,428.906,339.285,239.541,310.25,285.619,236.116,170.426,111.047,4.8999095,-15.157,11.938294,31.88,48.973663,20.753,26.938,0.0,1.0,-8.091989,3.0,1.0,11.50823,0.281,1.0,1.71,0.0,1.0,0.0,0.0,0.0,28.765,1.0,1.0,0.0,38.741,1.0,2.919,0.0,0.277,1.0,0.0,0.0,1.218,4.61,0.0,1.0,1.0,4.64,1.0,1.0,-6.9340496,0.0,13.0,0.354,11.0,0.0,12.292,0.278,1.23,1.0,1.13,1.0,0.0,0.43,1.0,0.0,0.0,2.711581,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9.813,1.407,1.0,1.0,1.0,1.0,1.0,1.0,0.163,1.0,1.0,1.0,-0.37580076,1.0,1.0,1.0,0.0,5.910094888560602,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)cc(CCC)c1OCC#CCN1C(=O)NC(C)(c2ccc(OC(C)C)cc2)C1=O,9086.348,430.761,335.391,201.332,296.505,273.466,221.405,174.369,110.657,4.8999095,-19.852,11.938294,34.244,48.973663,21.407,24.888,0.0,1.0,-11.20378,3.0,1.0,11.50823,0.298,1.0,1.532,0.0,1.0,0.0,0.0,0.0,26.704,1.0,1.0,0.0,38.53,1.0,2.585,0.0,0.3,1.0,0.0,0.0,1.205,4.61,0.0,1.0,1.0,4.64,1.0,1.0,-7.091811,0.0,13.0,0.381,11.0,0.0,12.23,0.289,1.23,1.0,1.134,1.0,0.0,0.44,1.0,0.0,0.0,2.7115848,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.906,1.407,1.0,1.0,1.0,1.0,1.0,1.0,0.178,1.0,1.0,1.0,-0.3758007,1.0,1.0,1.0,0.0,6.065501548756432,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1Oc1cccc(CN2C(=O)NC(C)(c3ccc(OC(C)C)cc3)C2=O)c1,10873.07,376.751,333.49,291.745,231.923,221.426,191.363,225.844,156.73,10.966277,-38.878,11.938294,42.471,36.13202,20.981,24.469,0.0,1.0,-11.676554,3.0,1.0,11.50823,0.334,1.0,1.717,0.0,1.0,0.0,0.0,0.0,29.731,1.0,1.0,0.0,38.506,1.0,2.413,0.0,0.329,1.0,0.0,0.0,1.298,4.622,0.0,1.0,1.0,4.651,1.0,1.0,-6.752594,0.0,13.0,0.424,11.0,0.0,15.17,0.308,1.231,1.0,1.155,1.0,0.0,0.456,1.0,0.0,0.0,2.710591,1.0,1.0,0.0,0.0,0.0,1.0,1.0,8.708,1.238,1.0,1.0,1.0,1.0,1.0,1.0,0.177,1.0,1.0,1.0,-0.37579098,1.0,1.0,1.0,0.0,5.707743928643524,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1Oc1ccc(C(=O)CN2C(=O)NC(C)(c3ccc(OC(C)C)cc3)C2=O)c(C)c1,11980.307,423.051,358.22,232.78,260.235,248.777,251.211,217.129,145.198,10.966277,-21.458,17.721539,38.032,35.150715,20.511,28.819,0.0,1.0,-11.770887,3.0,1.0,11.50823,0.346,1.0,1.773,0.0,1.0,0.0,0.0,0.0,27.244,1.0,1.0,0.0,40.465,1.0,2.964,0.0,0.345,1.0,1.0,0.0,1.234,4.695,0.0,1.0,1.0,4.725,1.0,1.0,-6.920839,0.0,14.0,0.442,12.0,0.0,16.242,0.318,1.364,1.0,1.203,1.0,0.0,0.464,1.0,0.0,0.0,2.7106872,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10.26,1.348,1.0,1.0,1.0,1.0,1.0,1.0,0.16,1.0,1.0,1.0,-0.37579218,1.0,1.0,1.0,0.0,6.3979400086720375,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1Oc1ccc(C(=O)CN2C(=O)NC(C)(c3ccc(OC(C)C)cc3)C2=O)c(OC)c1,12530.986,417.087,357.201,223.326,255.628,266.987,261.072,202.677,130.273,10.966277,-26.281,17.721539,50.86,40.900227,19.472,24.983,0.0,1.0,-11.869843,3.0,1.0,11.50823,0.347,1.0,1.642,0.0,1.0,0.0,0.0,0.0,27.357,1.0,1.0,0.0,40.489,1.0,3.084,0.0,0.336,1.0,0.0,0.0,1.239,4.719,0.0,1.0,1.0,4.751,1.0,1.0,-7.6077185,0.0,15.0,0.44,13.0,0.0,15.334,0.308,1.506,1.0,1.132,1.0,0.0,0.484,1.0,0.0,0.0,2.7107208,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.857,1.465,1.0,1.0,1.0,1.0,1.0,1.0,0.184,1.0,1.0,1.0,-0.37579238,1.0,1.0,1.0,0.0,5.427128397799519,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1Oc1ccc(C(=O)CN2C(=O)NC(C)(c3ccc(OC(C)C)cc3)C2=O)c(O)c1,11980.307,423.051,358.22,224.139,260.235,248.777,251.211,189.374,144.114,18.1991,-27.012,17.721539,40.908,41.571537,19.746,28.372,0.0,1.0,-11.969295,3.0,1.0,11.50823,0.332,1.0,1.825,0.0,1.0,0.0,0.0,0.0,28.295,1.0,1.0,0.0,41.146,1.0,2.762,0.0,0.327,1.0,0.0,0.0,1.234,4.701,0.0,1.0,1.0,4.734,1.0,1.0,-8.014141,0.0,15.0,0.436,14.0,0.0,15.723,0.303,1.46,1.0,1.211,1.0,0.0,0.465,1.0,0.0,0.0,2.7106977,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10.081,1.473,1.0,1.0,1.0,1.0,1.0,1.0,0.153,1.0,1.0,1.0,-0.37579247,1.0,1.0,1.0,0.0,6.468521082957745,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1Oc1ccc(C(=O)CN2C(=O)NC(C)(c3ccc(OC(C)C)cn3)C2=O)c(O)c1,11826.97,422.258,355.602,251.369,258.227,246.292,246.034,215.442,142.951,18.1991,-23.089,17.721539,48.098,47.265465,20.8,26.847,0.0,1.0,-10.634988,3.0,1.0,11.50823,0.314,1.0,1.755,0.0,1.0,0.0,1.0,0.0,28.125,1.0,1.0,0.0,41.75,0.0,3.188,0.0,0.301,1.0,1.0,0.0,1.232,4.715,0.0,1.0,1.0,4.742,1.0,1.0,-8.403346,1.0,16.0,0.411,14.0,1.0,15.358,0.292,1.46,1.0,1.138,1.0,1.0,0.453,1.0,1.0,1.0,2.7107253,1.0,1.0,0.0,1.0,0.0,1.0,1.0,10.486,1.503,0.0,1.0,1.0,1.0,1.0,1.0,0.167,1.0,1.0,1.0,-0.37579253,1.0,1.0,1.0,0.0,6.481486060122112,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1Oc1ccc(C(=O)CN2C(=O)NC(C)(c3ccc(OC(C)C)cc3)C2=O)cc1,12184.815,389.52,350.746,211.095,236.373,229.303,238.02,190.258,141.39,10.966277,-22.35,17.721539,28.793,35.150715,18.078,26.181,0.0,1.0,-11.761755,3.0,1.0,11.50823,0.338,1.0,1.729,0.0,1.0,0.0,0.0,0.0,26.094,1.0,1.0,0.0,38.607,1.0,2.908,0.0,0.331,1.0,0.0,0.0,1.257,4.667,0.0,1.0,1.0,4.698,1.0,1.0,-7.3294373,0.0,14.0,0.431,12.0,0.0,13.934,0.304,1.372,1.0,1.074,1.0,0.0,0.463,1.0,0.0,1.0,2.7106488,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10.533,1.328,1.0,1.0,1.0,1.0,1.0,1.0,0.166,1.0,1.0,1.0,-0.375792,1.0,1.0,1.0,0.0,6.443697499232712,1.0152416625478935
CCCc1c(OCCCCN2C(=O)NC(C)(c3ccc(OC)cc3)C2=O)ccc2c(C(F)(F)F)cc(=O)oc12,6762.953,221.287,219.014,147.383,174.183,147.167,239.907,139.608,101.618,4.8999095,-23.197,22.90754,14.516,30.028063,18.772,9.443,0.0,1.0,-2.8521888,3.0,1.0,5.90718,0.27,1.0,1.415,0.0,1.0,0.0,0.0,0.0,23.293,1.0,1.0,1.0,31.206,1.0,2.318,0.0,0.296,1.0,0.0,0.0,0.872,4.377,0.0,1.0,0.0,4.399,1.0,1.0,-2.4370723,0.0,11.0,0.37,9.0,0.0,10.616,0.277,1.34,1.0,0.917,1.0,1.0,0.388,0.0,0.0,1.0,2.481844,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.414,0.807,0.0,1.0,1.0,1.0,1.0,1.0,0.198,1.0,1.0,0.0,-0.13621835,1.0,0.0,1.0,1.0,5.853871964321762,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1Oc1ccc(CN2C(=O)NC(C)(c3ccc(OC(C)C)cc3)C2=O)cc1,10873.07,375.863,332.491,243.766,218.73,201.609,184.975,273.701,161.346,10.966277,-37.859,11.938294,32.034,36.13202,23.554,25.911,0.0,1.0,-11.605662,3.0,1.0,11.50823,0.307,1.0,1.7,0.0,1.0,0.0,0.0,0.0,27.292,1.0,1.0,0.0,38.424,1.0,3.502,0.0,0.294,1.0,0.0,0.0,1.292,4.622,0.0,1.0,1.0,4.651,1.0,1.0,-6.559578,0.0,13.0,0.386,11.0,0.0,15.885,0.281,1.231,1.0,1.093,1.0,0.0,0.426,1.0,0.0,0.0,2.7105815,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.963,1.188,1.0,1.0,1.0,1.0,1.0,1.0,0.173,1.0,1.0,1.0,-0.37579098,1.0,1.0,1.0,0.0,5.742321425130816,1.0152416625478935
CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1Oc1ccc(CCN2C(=O)NC(C)(c3ccc(OC(C)C)cc3)C2=O)cc1,11023.073,395.113,336.787,256.238,221.166,215.676,194.775,189.492,141.832,16.529728,-19.77,11.938294,47.836,36.13202,21.15,21.853,0.0,1.0,-11.240993,3.0,1.0,11.50823,0.294,1.0,1.696,0.0,1.0,0.0,0.0,0.0,28.905,1.0,1.0,0.0,39.169,1.0,3.175,0.0,0.271,1.0,0.0,0.0,1.29,4.629,0.0,1.0,1.0,4.659,1.0,1.0,-6.259816,0.0,13.0,0.355,11.0,0.0,14.765,0.275,1.157,1.0,1.052,1.0,0.0,0.402,1.0,0.0,0.0,2.7105865,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.426,1.18,1.0,1.0,1.0,1.0,1.0,1.0,0.181,1.0,1.0,1.0,-0.37579113,1.0,1.0,1.0,0.0,5.72584215073632,1.0152416625478935
