SMILES,pEC50,pEC50-min,pEC50-max
CCOC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)C)C(=O)C4=CC(=C(C=C4)F)F,7.49,7.494850021680094,7.494850021680094
CCOC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC=C(C=C4)F,7.66,7.657577319177793,7.657577319177793
CCOC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC(=C(C=C4)F)F,7.92,7.920818753952375,7.920818753952375
CCOC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC=C(C=C4)Cl,7.60,7.602059991327962,7.602059991327962
CCOC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC=C(C=C4)OC,7.54,7.537602002101044,7.537602002101044
CC(C)OC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC=C(C=C4)F,8.10,8.096910013008056,8.096910013008056
CN1C=NC=C1C2=NC=C(N2C)C3=NC=C(N3C)C4=NC=C(N4C)C5=CC=CC=C5,5.22,5.221848749616356,5.221848749616356
CC(C)(C)CC(=O)NC[C@@H]1CC[C@H]2[C@@H](O1)COC3=C(C=C(C=C3)NC(=O)C4=CC=C(C=C4)C(F)(F)F)C(=O)N2C,6.14,6.142667503568731,6.142667503568731
CN1[C@H]2CC[C@H](O[C@H]2COC3=C(C1=O)C=C(C=C3)NC(=O)C4=CC=C(C=C4)C(F)(F)F)CNC5=NN=C(O5)C6CCC6,6.49,6.494850021680094,6.494850021680094
CN1[C@H]2CC[C@H](O[C@H]2COC3=C(C1=O)C=C(C=C3)NC(=O)C4=CC=C(C=C4)C(F)(F)F)CNC(=O)[C@@H]5CCCO5,5.96,5.958607314841775,5.958607314841775
CC(C)COC(=O)NC[C@@H]1CC[C@H]2[C@@H](O1)COC3=C(C=C(C=C3)NC(=O)C4=CC=C(C=C4)C(F)(F)F)C(=O)N2C,7.10,7.096910013008056,7.096910013008056
C1=CC=C(C=C1)C(=O)C2=CN=C3C(=C2C4=CC(=CC=C4)OCC5=CC=C(C=C5)C(=O)O)C=CC=C3C(F)(F)F,6.73,6.730487055782083,6.730487055782083
COC(=O)C1=CC=C(C=C1)COC2=CC=CC(=C2)C3=C4C=CC=C(C4=NC=C3C(=O)C5=CC=CC=C5)C(F)(F)F,6.53,6.528708288941061,6.528708288941061
C1=CC=C(C=C1)C(=O)C2=CN=C3C(=C2C4=CC(=CC=C4)OCC5=CC(=CC=C5)C(=O)O)C=CC=C3C(F)(F)F,5.82,5.823908740944319,5.823908740944319
C1=CC=C(C=C1)C(=O)C2=CN=C3C(=C2C4=CC=C(C=C4)OCC5=CC=C(C=C5)C(=O)O)C=CC=C3C(F)(F)F,5.82,5.823908740944319,5.823908740944319
CN(CC1=CC=C(C=C1)CC(=O)O)C2=CC=CC(=C2)C3=C4C=CC=C(C4=NC=C3CC5=CC=CC=C5)C(F)(F)F,6.43,6.427128397799519,6.427128397799519
C1=CC=C(C=C1)C(=O)C2=CN=C3C(=C2C4=CC(=CC=C4)OCC5=CC=C(C=C5)CC(=O)O)C=CC=C3C(F)(F)F,6.84,6.844663962534938,6.844663962534938
C1=CC=C(C=C1)C2=C3C=CC=C(C3=NC=C2C(=O)C4=CC=CC=C4)C(F)(F)F,5.85,5.853871964321762,5.853871964321762
C[C@H]([C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC4=CC=C(C=C4)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)C)O,5.22,5.221848749616356,5.221848749616356
