average,sample_weight,SMILES,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17
9.327902142064282,1.0345132990659367,CN(C)c1ccc2nc3c(C(=O)O)cc(=O)c(O)c-3oc2c1,-32.66785753925593,6.549589521350323,-0.9677282436953017,31.45128554791787,1.525428078680689,9.251798980617847,9.91903537800325,-0.7940379506513358,2.757223154125025,-5.157062931763327,2.339299461693218,-2.2129466703454788,2.818235181014076,-0.08584923862670249,4.767420568916791,-17.700695497029436,0.12186487063199537
3.721246399047171,1.0345132990659367,CC1=CCC(C(=O)N=C2CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=CC1=NC(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)N=C3CC(C(=O)N=C4CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1,-13.769226600075141,-8.56852699679542,13.992028714258518,-3.0207359639276614,-19.0445838581259,26.881048402351684,-15.562070215799874,-3.7101388268784463,-2.672619874138878,16.60287313450658,6.477442771539661,1.4064597150984068,-4.363358992334033,0.978462105439605,0.29707104233535897,-1.329150319826836,-1.5735310285924509
5.15676722190199,1.0345132990659367,O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1,-26.22913269298454,1.0659574128163305,5.040194273880566,11.533857048088327,5.886814183910742,-13.350546267455375,-35.15470998690427,-0.6567995640058409,7.356981211745306,-8.980988131598087,3.240465901862754,-6.726554327912373,0.9932039478997984,-0.9618491771760364,-1.0232128634008166,0.6957447766082833,-0.9316967058078027
5.489454989793388,1.0345132990659367,C/C=C(\C)[C@H](O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1[nH]c(OC)c(OC)c(=O)c1C,-33.24336565715524,21.499428500802516,-5.884216650055351,-4.272985261494525,-2.522952887599484,-6.821469023739517,-0.2833413623743491,1.8384865910530455,-6.583207826884086,7.787822639653156,-12.163079572982184,3.4557156336334045,0.488564154626237,-0.380307304111797,0.6889294354099578,-3.760867165506044,-0.5563488105810934
-0.5430742350335329,1.0345132990659367,C/C=C(\C)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1[nH]c(OC)c(OC)c(=O)c1C,-26.114523254047352,27.85510388561437,-1.163690088615495,-13.93459292306588,-2.5716778203567636,0.82120717499579,3.3320820011528087,-1.2593726472662943,3.0514942046790257,-4.269417472389105,4.5583299979479595,-2.4730094101987024,0.22111565217621326,0.2635036501150943,0.9878035469164573,0.537985555812043,-0.7691656891082916
-0.1376705372367546,1.0345132990659367,COc1[nH]c(C/C=C(\C)C/C=C/C(C)=C/[C@@H](C)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C(C)=C/CO)c(C)c(=O)c1OC,-24.0465134847529,25.967229888353312,-0.14671789260497412,-14.731750953434087,-2.1108087440769046,2.450325608416768,3.929649864067883,-1.4864084236173014,4.544803996225516,-6.3877065945280815,7.4798811312006395,-2.729347153512249,0.004767167300580819,0.5614608521671165,0.9364825652826627,0.8363553042917254,-0.32506178996403096
0.4260845595784488,1.0345132990659367,C/C=C(\C)[C@H](O[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1[nH]c(OC)c(OC)c(=O)c1C,-18.208926611735897,26.10791507803915,2.848195413305858,-17.54184983309058,-1.0805947404675593,4.678756406204571,4.372894784687187,-0.877561291219649,4.685967131365887,-7.10059166029933,7.664647186814176,-2.6121261478857782,-0.4472695058677113,-1.1586650438491684,0.07242188771759984,1.7754266745325542,0.1289661340757653
5.141462802430361,1.0345132990659367,C/C=C(\C)C(=O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1[nH]c(OC)c(OC)c(=O)c1C,-34.110412450240425,19.429856430653857,-6.20125127156855,0.03442070388796411,-2.932482099556779,-8.760298952500985,-4.336107457752794,2.3805190681354107,-8.725820081081997,11.37969785650379,-16.84858306826326,5.611815184763253,-1.0388512128773932,-0.36708687167449966,-1.5911859325812252,-0.044298399445008844,0.7714233854580951
5.013228265733755,1.0345132990659367,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(N)=O)C(C)C)[C@@H](C)O)C(C)C)[C@@H](C)O,9.98739684002156,-0.29299975180574056,-7.3873211882672996,-0.4120443922529764,6.3912361944663365,-0.583585554630486,0.12412472439609243,-12.95938074478253,-1.3337032946774392,2.7551948788291116,1.983931515509054,0.09099564679116773,-0.6141841311676908,0.13319673874632065,-3.03261697406985,-1.0378154826734707,2.149644678909309
5.154901959985743,1.0345132990659367,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(N)=O)C(C)C)[C@@H](C)O)C(C)C)[C@@H](C)O,9.577754193862807,0.1260262697622611,-7.382183991864367,-0.2756560332363511,6.901765183655751,-0.44156148549949664,0.06453759230867451,-13.323298344283712,-2.400301176518693,2.8220568357948004,1.963957801433138,-0.06563270689524343,-0.4735527200731938,0.39746018094384394,-3.0917504698631038,-1.298255972127329,1.9526419873289471
