average,sample_weight,SMILES,Pharm2D_Gobbi_295,Pharm2D_Gobbi_294,Graph_Centrality_Max,Pharm2D_Gobbi_52,RDKit2D_SMR_VSA6,Tautomer_Score,FP_AtomPair1024_898,RDKit2D_fr_benzene,RDKit2D_BCUT2D_MRHI,AC2D_50,FP_AtomPair1024_899,Pharm2D_Gobbi_75,Pharm2D_Gobbi_176,AC2D_54,FP_RDKit512_233,AC2D_53,FP_RDKit512_31,FP_AtomPair1024_697,FP_TopoTorsion1024_870,FP_AtomPair1024_698,AC2D_163,FP_Morgan1024_r2_456,FP_RDKit512_157,Pharm2D_Gobbi_76,FP_MACCS_50,AC2D_115,AC2D_189,Pharm2D_Gobbi_73,FP_AtomPair1024_699,AC2D_52,FP_TopoTorsion1024_472,RDKit2D_fr_ether,FP_MACCS_43,FP_MACCS_126,FP_RDKit512_93,FP_RDKit512_105
9.327902142064282,1.0345132990659367,CN(C)c1ccc2nc3c(C(=O)O)cc(=O)c(O)c-3oc2c1,-2.6031650534956534,-2.3690097870133906,-3.080145489331983,-0.5070925528371101,-0.5690516670520233,-1.784161716697204,-1.3904435743076142,-0.9019140889581289,-0.614772753844372,-0.9859885754638142,-0.8717797887081349,0.6831300510639734,-0.5423261445466404,-1.3248488526528688,1.4638501094227998,-1.2363514797631718,-0.43495883620083997,0.5773502691896258,-0.43495883620083997,-1.260252075625209,-1.5883441382362515,1.3904435743076142,0.4714045207910315,0.7191949522280764,-0.39735970711951313,1.5196323450493898,1.100960147892562,0.6475761258027333,-0.7934920476158722,-0.9994732245047762,-0.9128709291752769,-0.35018319784856966,-0.6475761258027333,-0.39735970711951313,0.5070925528371101,-1.8439088914585773
3.721246399047171,1.0345132990659367,CC1=CCC(C(=O)N=C2CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=CC1=NC(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)N=C3CC(C(=O)N=C4CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1,-0.9863108467400422,-0.8596893170497779,-0.19057706719661624,-0.5070925528371101,-1.4392687515343832,-0.2719494031043894,-1.3904435743076142,-0.9019140889581289,1.581844538807195,2.1230480678218258,-0.8717797887081349,-1.4638501094227998,-0.5423261445466404,0.8993951329565262,-0.6831300510639732,2.1070556038243193,2.2990681342044397,0.5773502691896258,-0.43495883620083997,0.7934920476158722,0.21256434863232168,1.3904435743076142,0.4714045207910315,-1.390443574307614,2.516611478423583,-0.8936364637060132,1.8793099758212441,0.6475761258027333,-0.7934920476158722,2.7325531766737448,-0.9128709291752769,-0.35018319784856966,-0.6475761258027333,-0.39735970711951313,0.5070925528371101,0.5423261445466404
5.15676722190199,1.0345132990659367,O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1,-0.36258758464208635,-0.27543623190257305,2.725938274813752,-0.5070925528371101,-0.5369308486478019,-0.3270821437041274,-1.3904435743076142,0.15633177541940896,-0.22395954810382715,-0.5244693581938569,-0.8717797887081349,-1.4638501094227998,-0.5423261445466404,-0.851856560202871,-0.6831300510639732,-0.9311532861017354,2.2990681342044397,-1.7320508075688774,-0.43495883620083997,-1.260252075625209,-2.7606336249714545,-0.7191949522280762,0.4714045207910315,-1.390443574307614,-0.39735970711951313,2.26272098117642,-1.0495321601990557,-1.5442199922988258,-0.7934920476158722,-0.7989052714660155,-0.9128709291752769,0.48324321271253295,-0.6475761258027333,2.516611478423583,0.5070925528371101,0.5423261445466404
5.489454989793388,1.0345132990659367,C/C=C(\C)[C@H](O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1[nH]c(OC)c(OC)c(=O)c1C,-0.2180372718381833,-0.14154489988967192,0.41394647885817437,-0.5070925528371101,-0.7878358277110419,-2.0893608164457538,-1.3904435743076142,-1.9601599533356666,-1.2391761174972407,-1.0433330291066383,-0.8717797887081349,-1.4638501094227998,-0.5423261445466404,-1.356018530274334,-0.6831300510639732,-1.3224330215651157,2.2990681342044397,-1.7320508075688774,-0.43495883620083997,-1.260252075625209,-1.1975809759911844,-0.7191949522280762,0.4714045207910315,-1.390443574307614,2.516611478423583,1.908869249687358,-1.5871552372219604,-1.5442199922988258,-0.7934920476158722,-1.08784847881248,-0.9128709291752769,1.3166696232736355,-0.6475761258027333,2.516611478423583,0.5070925528371101,0.5423261445466404
-0.5430742350335329,1.0345132990659367,C/C=C(\C)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1[nH]c(OC)c(OC)c(=O)c1C,-2.8391268167631902,-2.5881046939435923,0.4515916275019822,-0.5070925528371101,-0.4851591017834888,-2.0893608164457538,-1.3904435743076142,-1.9601599533356666,-1.238859695196476,-0.7842466421661682,-0.8717797887081349,-1.4638501094227998,-0.5423261445466404,-1.2264979281191202,-0.6831300510639732,-1.1756248648192553,2.2990681342044397,-1.7320508075688774,-0.43495883620083997,-1.260252075625209,-2.327396205960618,-0.7191949522280762,0.4714045207910315,-1.390443574307614,2.516611478423583,2.4538009161805134,-1.8760273383088943,-1.5442199922988258,-0.7934920476158722,-0.9679255568913878,-0.9128709291752769,2.983522444395841,-0.6475761258027333,2.516611478423583,0.5070925528371101,0.5423261445466404
-0.1376705372367546,1.0345132990659367,COc1[nH]c(C/C=C(\C)C/C=C/C(C)=C/[C@@H](C)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C(C)=C/CO)c(C)c(=O)c1OC,-2.6629818851881457,-2.425812170291591,0.7511388398451952,-0.5070925528371101,-0.18248233004359554,-2.0913298428957443,-1.3904435743076142,-1.9601599533356666,-1.2388213008587257,-0.7669742163701367,-0.8717797887081349,-1.4638501094227998,-0.5423261445466404,-1.1792894843429207,-0.6831300510639732,-1.1396271291566245,2.2990681342044397,-1.7320508075688774,-0.43495883620083997,-1.260252075625209,-2.2679322464885425,-0.7191949522280762,0.4714045207910315,-1.390443574307614,2.516611478423583,2.1494884270999206,-1.7636881878861979,-1.5442199922988258,-0.7934920476158722,-0.9413920881039682,-0.9128709291752769,2.983522444395841,-0.6475761258027333,2.516611478423583,0.5070925528371101,0.5423261445466404
0.4260845595784488,1.0345132990659367,C/C=C(\C)[C@H](O[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1[nH]c(OC)c(OC)c(=O)c1C,-2.4180344535472034,-2.1945453240874895,0.9225152186815715,-0.5070925528371101,-0.18248233004359554,-2.0893608164457538,-1.3904435743076142,-1.9601599533356666,-1.2385935827175896,-0.5434690265694914,-0.8717797887081349,-1.4638501094227998,-0.5423261445466404,-1.0070997118515268,-0.6831300510639732,-0.9828022111829017,2.2990681342044397,-1.7320508075688774,-0.43495883620083997,-1.260252075625209,-2.2509425437822355,-0.7191949522280762,0.4714045207910315,-1.390443574307614,2.516611478423583,2.3688765006231387,-1.6834459375842719,-1.5442199922988258,-0.7934920476158722,-0.8503008094321979,-0.9128709291752769,4.2233341701941605,-0.6475761258027333,2.516611478423583,0.5070925528371101,0.5423261445466404
5.141462802430361,1.0345132990659367,C/C=C(\C)C(=O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1[nH]c(OC)c(OC)c(=O)c1C,-0.3692372337641937,-0.28355085808517333,0.41394647885817437,-0.5070925528371101,-0.7878358277110419,-2.0834537370957817,-1.3904435743076142,-1.9601599533356666,-0.6081883455774073,-1.0433330291066383,-0.8717797887081349,-1.4638501094227998,-0.5423261445466404,-1.356018530274334,-0.6831300510639732,-1.3224330215651157,2.2990681342044397,-1.7320508075688774,-0.43495883620083997,-1.260252075625209,-1.1975809759911844,-0.7191949522280762,0.4714045207910315,-1.390443574307614,2.516611478423583,1.908869249687358,-2.9512734923547024,-1.5442199922988258,-0.7934920476158722,-1.08784847881248,-0.9128709291752769,1.3166696232736355,-0.6475761258027333,2.516611478423583,0.5070925528371101,0.5423261445466404
5.013228265733755,1.0345132990659367,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(N)=O)C(C)C)[C@@H](C)O)C(C)C)[C@@H](C)O,-0.4249542233432563,-0.3362959282720737,0.3844425286798265,-0.5070925528371101,-1.13659202560683,0.24196650034316863,-1.3904435743076142,0.15633177541940896,-0.5565121045230812,-0.4629795223599853,-0.8717797887081349,0.6831300510639734,-0.5423261445466404,-0.26719814112840146,-0.6831300510639732,-0.33859925471599234,-0.43495883620083997,-1.7320508075688774,-0.43495883620083997,-1.260252075625209,-0.2716421784974374,-0.7191949522280762,0.4714045207910315,0.7191949522280764,-0.39735970711951313,0.005146934276204454,-0.34340035754210685,0.6475761258027333,-0.7934920476158722,-0.35974502429156263,-0.9128709291752769,-0.35018319784856966,-0.6475761258027333,-0.39735970711951313,0.5070925528371101,0.5423261445466404
5.154901959985743,1.0345132990659367,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(N)=O)C(C)C)[C@@H](C)O)C(C)C)[C@@H](C)O,-0.36339808720817046,-0.279493544993873,0.5256037644360838,-0.5070925528371101,-1.13659202560683,0.23409039454320607,-1.3904435743076142,0.15633177541940896,-0.5585243870696823,-0.49786982246796857,-0.8717797887081349,0.6831300510639734,-0.5423261445466404,-0.37493023077152315,-0.6831300510639732,-0.4372017480527641,-0.43495883620083997,-1.7320508075688774,-0.43495883620083997,-1.260252075625209,-0.06776574602174976,-0.7191949522280762,0.4714045207910315,0.7191949522280764,-0.39735970711951313,0.01930100353576695,-0.3353761325119143,0.6475761258027333,-0.7934920476158722,-0.39609796577983797,-0.9128709291752769,-0.35018319784856966,-0.6475761258027333,-0.39735970711951313,0.5070925528371101,0.5423261445466404
